gene,chromosome,insertions,expected,p,q
ENSMUSG00000025779,1,0.0,0.09021846311959224,1.0,1.0
ENSMUSG00000025900,1,0.0,2.0485813091121203,1.0,1.0
ENSMUSG00000025902,1,0.0,0.019443634293015568,1.0,1.0
ENSMUSG00000025903,1,0.0,0.23799008374651057,1.0,1.0
ENSMUSG00000025905,1,0.0,0.06766384733969417,1.0,1.0
ENSMUSG00000025907,1,0.0,0.43553740816354874,1.0,1.0
ENSMUSG00000025909,1,0.0,4.753579711956446,1.0,1.0
ENSMUSG00000025911,1,0.0,0.129883477077344,1.0,1.0
ENSMUSG00000025912,1,0.0,0.259766954154688,1.0,1.0
ENSMUSG00000025915,1,0.0,0.5179784175659348,1.0,1.0
ENSMUSG00000025916,1,0.0,0.2255461577989806,1.0,1.0
ENSMUSG00000025917,1,0.0,0.07777453717206227,1.0,1.0
ENSMUSG00000025920,1,0.0,1.438828937683152,1.0,1.0
ENSMUSG00000025921,1,0.0,0.12366151410357902,1.0,1.0
ENSMUSG00000025925,1,0.0,0.20454703276252378,1.0,1.0
ENSMUSG00000025927,1,0.0,0.14777162062691832,1.0,1.0
ENSMUSG00000025929,1,0.0,0.011666180575809341,1.0,1.0
ENSMUSG00000025930,1,0.0,0.005444217602044359,1.0,1.0
ENSMUSG00000025931,1,0.0,0.17032623640681638,1.0,1.0
ENSMUSG00000025932,1,0.0,0.7061927975223254,1.0,1.0
ENSMUSG00000025933,1,0.0,0.04355374081635487,1.0,1.0
ENSMUSG00000025934,1,0.0,0.11355082427121092,1.0,1.0
ENSMUSG00000025935,1,0.0,0.09099620849131286,1.0,1.0
ENSMUSG00000025937,1,0.0,0.15866005583100704,1.0,1.0
ENSMUSG00000025938,1,0.0,0.5436440148327153,1.0,1.0
ENSMUSG00000025939,1,0.0,0.443314861880755,1.0,1.0
ENSMUSG00000025940,1,0.0,0.05833090287904671,1.0,1.0
ENSMUSG00000025946,1,0.0,0.5234226351679792,1.0,1.0
ENSMUSG00000025949,1,0.0,0.5490882324347597,1.0,1.0
ENSMUSG00000025950,1,0.0,0.12910573170562337,1.0,1.0
ENSMUSG00000025952,1,0.0,0.014777162062691833,1.0,1.0
ENSMUSG00000025956,1,0.0,0.04044275932947238,1.0,1.0
ENSMUSG00000025958,1,0.0,0.41220504701193006,1.0,1.0
ENSMUSG00000025959,1,0.0,0.37798425065622265,1.0,1.0
ENSMUSG00000025962,1,0.0,0.11588406038637279,1.0,1.0
ENSMUSG00000025963,1,0.0,0.14777162062691832,1.0,1.0
ENSMUSG00000025964,1,0.0,0.7341916309042679,1.0,1.0
ENSMUSG00000025967,1,0.0,0.01399941669097121,1.0,1.0
ENSMUSG00000025968,1,0.0,0.19754732441703818,1.0,1.0
ENSMUSG00000025969,1,0.0,0.34998541727428023,1.0,1.0
ENSMUSG00000025971,1,0.0,0.05288668527700235,1.0,1.0
ENSMUSG00000025977,1,0.0,0.5117564545921698,1.0,1.0
ENSMUSG00000025978,1,0.0,0.25432273655264365,1.0,1.0
ENSMUSG00000025979,1,0.0,0.12132827798841715,1.0,1.0
ENSMUSG00000025980,1,0.0,0.049775703790119856,1.0,1.0
ENSMUSG00000025981,1,0.0,0.10421787981056345,1.0,1.0
ENSMUSG00000025982,1,0.0,0.29165451439523354,1.0,1.0
ENSMUSG00000025983,1,0.0,0.5366443064872297,1.0,1.0
ENSMUSG00000025986,1,0.0,0.5078677277335667,1.0,1.0
ENSMUSG00000025991,1,0.0,0.6704165104231768,1.0,1.0
ENSMUSG00000025993,1,0.0,0.09410718997819535,1.0,1.0
ENSMUSG00000025995,1,0.0,0.16177103731788953,1.0,1.0
ENSMUSG00000025997,1,0.0,0.8936294321069955,1.0,1.0
ENSMUSG00000026000,1,0.0,0.14466063914003582,1.0,1.0
ENSMUSG00000026003,1,0.0,0.18043692623918448,1.0,1.0
ENSMUSG00000026004,1,0.0,0.6323069872088662,1.0,1.0
ENSMUSG00000026005,1,0.0,0.08710748163270975,1.0,1.0
ENSMUSG00000026009,1,0.0,0.10499562518228407,1.0,1.0
ENSMUSG00000026011,1,0.0,0.024110106523339305,1.0,1.0
ENSMUSG00000026012,1,0.0,0.12599475021874088,1.0,1.0
ENSMUSG00000026014,1,0.0,0.5716428482146577,1.0,1.0
ENSMUSG00000026017,1,0.0,0.3165423662902935,1.0,1.0
ENSMUSG00000026018,1,0.0,0.2667666625001736,1.0,1.0
ENSMUSG00000026019,1,0.0,0.11743955112981404,1.0,1.0
ENSMUSG00000026020,1,0.0,0.18743663458467008,1.0,1.0
ENSMUSG00000026021,1,0.0,0.1952140883018763,1.0,1.0
ENSMUSG00000026023,1,0.0,0.4059830840381651,1.0,1.0
ENSMUSG00000026024,1,0.0,0.3725400330541783,1.0,1.0
ENSMUSG00000026027,1,0.0,0.12832798633390274,1.0,1.0
ENSMUSG00000026028,1,0.0,0.35698512561976586,1.0,1.0
ENSMUSG00000026029,1,0.0,0.25198950043748175,1.0,1.0
ENSMUSG00000026031,1,0.0,0.17265947252197825,1.0,1.0
ENSMUSG00000026032,1,0.0,0.06221962973764982,1.0,1.0
ENSMUSG00000026034,1,58.0,0.06999708345485604,4.107536223513388e-146,1.1742761473654191e-142
ENSMUSG00000026035,1,0.0,0.07233031957001791,1.0,1.0
ENSMUSG00000026036,1,0.0,0.15943780120272766,1.0,1.0
ENSMUSG00000026037,1,0.0,0.22632390317070122,1.0,1.0
ENSMUSG00000026039,1,0.0,0.1609932919461689,1.0,1.0
ENSMUSG00000026042,1,0.0,0.902962376567643,1.0,1.0
ENSMUSG00000026043,1,0.0,0.2768773523325417,1.0,1.0
ENSMUSG00000026047,1,0.0,0.05599766676388484,1.0,1.0
ENSMUSG00000026048,1,0.0,0.1781036901240226,1.0,1.0
ENSMUSG00000026049,1,0.0,0.0956626807216366,1.0,1.0
ENSMUSG00000026051,1,0.0,0.055219921392164216,1.0,1.0
ENSMUSG00000026058,1,0.0,2.7703290140688583,1.0,1.0
ENSMUSG00000026062,1,0.0,0.37487326916934016,1.0,1.0
ENSMUSG00000026064,1,0.0,0.04744246767495799,1.0,1.0
ENSMUSG00000026065,1,0.0,0.21310223185145064,1.0,1.0
ENSMUSG00000026068,1,0.0,0.1306612224490646,1.0,1.0
ENSMUSG00000026069,1,0.0,0.1228837687318584,1.0,1.0
ENSMUSG00000026070,1,0.0,0.14777162062691832,1.0,1.0
ENSMUSG00000026072,1,0.0,0.37409552379761957,1.0,1.0
ENSMUSG00000026073,1,0.0,0.1641042734330514,1.0,1.0
ENSMUSG00000026074,1,0.0,0.5016457647598017,1.0,1.0
ENSMUSG00000026077,1,0.0,0.566976375984334,1.0,1.0
ENSMUSG00000026078,1,0.0,0.04510923155979612,1.0,1.0
ENSMUSG00000026080,1,0.0,0.11510631501465217,1.0,1.0
ENSMUSG00000026082,1,0.0,0.49853478327291917,1.0,1.0
ENSMUSG00000026083,1,0.0,0.2799883338194242,1.0,1.0
ENSMUSG00000026085,1,0.0,0.04510923155979612,1.0,1.0
ENSMUSG00000026087,1,0.0,0.035776287099148645,1.0,1.0
ENSMUSG00000026088,1,0.0,0.04744246767495799,1.0,1.0
ENSMUSG00000026090,1,0.0,0.3538741441328834,1.0,1.0
ENSMUSG00000026094,1,0.0,0.2014360512756413,1.0,1.0
ENSMUSG00000026095,1,0.0,0.05288668527700235,1.0,1.0
ENSMUSG00000026096,1,0.0,0.06766384733969417,1.0,1.0
ENSMUSG00000026097,1,0.0,0.06299737510937044,1.0,1.0
ENSMUSG00000026098,1,0.0,0.5693096120994958,1.0,1.0
ENSMUSG00000026100,1,0.0,0.03266530561226615,1.0,1.0
ENSMUSG00000026102,1,0.0,0.12210602336013777,1.0,1.0
ENSMUSG00000026103,1,0.0,0.5685318667277752,1.0,1.0
ENSMUSG00000026104,1,0.0,0.16565976417649264,1.0,1.0
ENSMUSG00000026107,1,0.0,0.0513311945335611,1.0,1.0
ENSMUSG00000026109,1,0.0,1.6488201880477202,1.0,1.0
ENSMUSG00000026110,1,0.0,0.4083163201533269,1.0,1.0
ENSMUSG00000026111,1,0.0,0.02566559726678055,1.0,1.0
ENSMUSG00000026112,1,0.0,0.035776287099148645,1.0,1.0
ENSMUSG00000026113,1,0.0,0.32276432926405846,1.0,1.0
ENSMUSG00000026114,1,0.0,0.15477132897240392,1.0,1.0
ENSMUSG00000026116,1,0.0,0.6836381817424274,1.0,1.0
ENSMUSG00000026117,1,0.0,0.04355374081635487,1.0,1.0
ENSMUSG00000026121,1,0.0,0.009332944460647473,1.0,1.0
ENSMUSG00000026123,1,0.0,0.09877366220851909,1.0,1.0
ENSMUSG00000026124,1,0.0,0.018665888921294945,1.0,1.0
ENSMUSG00000026126,1,0.0,0.05055344916184048,1.0,1.0
ENSMUSG00000026127,1,0.0,0.018665888921294945,1.0,1.0
ENSMUSG00000026131,1,0.0,1.882143799563907,1.0,1.0
ENSMUSG00000026134,1,0.0,0.9846256405983084,1.0,1.0
ENSMUSG00000026135,1,0.0,0.08010777328722414,1.0,1.0
ENSMUSG00000026141,1,0.0,1.8012582809049622,1.0,1.0
ENSMUSG00000026142,1,0.0,0.5801980473035846,1.0,1.0
ENSMUSG00000026147,1,0.0,0.4028721025512826,1.0,1.0
ENSMUSG00000026149,1,0.0,0.055219921392164216,1.0,1.0
ENSMUSG00000026150,1,0.0,0.15943780120272766,1.0,1.0
ENSMUSG00000026153,1,0.0,0.5716428482146577,1.0,1.0
ENSMUSG00000026154,1,0.0,0.03810952321431051,1.0,1.0
ENSMUSG00000026155,1,0.0,0.4316486813049456,1.0,1.0
ENSMUSG00000026156,1,0.0,0.34687443578739774,1.0,1.0
ENSMUSG00000026158,1,0.0,0.15554907434412454,1.0,1.0
ENSMUSG00000026159,1,0.0,0.3344305098398678,1.0,1.0
ENSMUSG00000026162,1,0.0,0.28932127828007165,1.0,1.0
ENSMUSG00000026163,1,0.0,0.7349693762759885,1.0,1.0
ENSMUSG00000026166,1,0.0,0.013221671319250587,1.0,1.0
ENSMUSG00000026167,1,0.0,0.029554324125383665,1.0,1.0
ENSMUSG00000026170,1,0.0,0.09410718997819535,1.0,1.0
ENSMUSG00000026171,1,0.0,0.027221088010221797,1.0,1.0
ENSMUSG00000026172,1,0.0,0.006999708345485605,1.0,1.0
ENSMUSG00000026173,1,0.0,0.09410718997819535,1.0,1.0
ENSMUSG00000026174,1,0.0,0.12443925947529964,1.0,1.0
ENSMUSG00000026175,1,0.0,0.06221962973764982,1.0,1.0
ENSMUSG00000026176,1,0.0,0.005444217602044359,1.0,1.0
ENSMUSG00000026177,1,0.0,0.024110106523339305,1.0,1.0
ENSMUSG00000026179,1,0.0,0.18665888921294946,1.0,1.0
ENSMUSG00000026180,1,0.0,0.013221671319250587,1.0,1.0
ENSMUSG00000026182,1,0.0,0.0007777453717206227,1.0,1.0
ENSMUSG00000026185,1,0.0,0.03810952321431051,1.0,1.0
ENSMUSG00000026187,1,0.0,0.39898337569267944,1.0,1.0
ENSMUSG00000026188,1,0.0,0.07388581031345916,1.0,1.0
ENSMUSG00000026189,1,0.0,0.10032915295196033,1.0,1.0
ENSMUSG00000026192,1,0.0,0.10344013443884283,1.0,1.0
ENSMUSG00000026193,1,0.0,0.36398483396525144,1.0,1.0
ENSMUSG00000026196,1,0.0,0.4254267183311806,1.0,1.0
ENSMUSG00000026197,1,0.0,0.002333236115161868,1.0,1.0
ENSMUSG00000026198,1,0.0,0.02022137966473619,1.0,1.0
ENSMUSG00000026199,1,0.0,0.020999125036456814,1.0,1.0
ENSMUSG00000026200,1,0.0,0.04744246767495799,1.0,1.0
ENSMUSG00000026201,1,0.0,0.005444217602044359,1.0,1.0
ENSMUSG00000026202,1,0.0,0.004666472230323736,1.0,1.0
ENSMUSG00000026203,1,0.0,0.021776870408177437,1.0,1.0
ENSMUSG00000026204,1,0.0,0.03733177784258989,1.0,1.0
ENSMUSG00000026205,1,0.0,0.019443634293015568,1.0,1.0
ENSMUSG00000026207,1,0.0,0.10810660666916656,1.0,1.0
ENSMUSG00000026208,1,0.0,0.013221671319250587,1.0,1.0
ENSMUSG00000026209,1,0.0,0.013221671319250587,1.0,1.0
ENSMUSG00000026211,1,0.0,0.04510923155979612,1.0,1.0
ENSMUSG00000026213,1,0.0,0.028776578753663042,1.0,1.0
ENSMUSG00000026219,1,0.0,0.8415204922017138,1.0,1.0
ENSMUSG00000026220,1,0.0,0.1026623890671222,1.0,1.0
ENSMUSG00000026222,1,0.0,0.22787939391414247,1.0,1.0
ENSMUSG00000026223,1,0.0,0.018665888921294945,1.0,1.0
ENSMUSG00000026226,1,0.0,0.026443342638501174,1.0,1.0
ENSMUSG00000026227,1,0.0,0.02566559726678055,1.0,1.0
ENSMUSG00000026228,1,0.0,0.08788522700443037,1.0,1.0
ENSMUSG00000026229,1,0.0,0.4254267183311806,1.0,1.0
ENSMUSG00000026234,1,0.0,0.052108939905281725,1.0,1.0
ENSMUSG00000026235,1,0.0,0.7077482882657667,1.0,1.0
ENSMUSG00000026237,1,0.0,0.13454994930766773,1.0,1.0
ENSMUSG00000026238,1,0.0,0.003888726858603114,1.0,1.0
ENSMUSG00000026239,1,0.0,0.20299154201908254,1.0,1.0
ENSMUSG00000026240,1,0.0,0.08788522700443037,1.0,1.0
ENSMUSG00000026241,1,0.0,0.0,1.0,1.0
ENSMUSG00000026245,1,0.0,0.36320708859353085,1.0,1.0
ENSMUSG00000026246,1,0.0,0.002333236115161868,1.0,1.0
ENSMUSG00000026247,1,0.0,0.006221962973764982,1.0,1.0
ENSMUSG00000026248,1,0.0,0.033443050983986776,1.0,1.0
ENSMUSG00000026249,1,0.0,0.23721233837478994,1.0,1.0
ENSMUSG00000026251,1,0.0,0.021776870408177437,1.0,1.0
ENSMUSG00000026253,1,0.0,0.005444217602044359,1.0,1.0
ENSMUSG00000026254,1,0.0,0.09721817146507784,1.0,1.0
ENSMUSG00000026255,1,0.0,0.14154965765315333,1.0,1.0
ENSMUSG00000026258,1,0.0,0.003888726858603114,1.0,1.0
ENSMUSG00000026259,1,0.0,0.3157646209185728,1.0,1.0
ENSMUSG00000026260,1,0.0,0.12366151410357902,1.0,1.0
ENSMUSG00000026269,1,0.0,0.006221962973764982,1.0,1.0
ENSMUSG00000026270,1,0.0,0.02022137966473619,1.0,1.0
ENSMUSG00000026271,1,0.0,0.10810660666916656,1.0,1.0
ENSMUSG00000026272,1,0.0,0.005444217602044359,1.0,1.0
ENSMUSG00000026273,1,0.0,0.010110689832368095,1.0,1.0
ENSMUSG00000026274,1,0.0,0.10421787981056345,1.0,1.0
ENSMUSG00000026275,1,0.0,0.0754413010569004,1.0,1.0
ENSMUSG00000026277,1,0.0,0.129883477077344,1.0,1.0
ENSMUSG00000026278,1,0.0,0.019443634293015568,1.0,1.0
ENSMUSG00000026279,1,0.0,0.17888143549574323,1.0,1.0
ENSMUSG00000026280,1,0.0,0.14232740302487396,1.0,1.0
ENSMUSG00000026281,1,0.0,0.035776287099148645,1.0,1.0
ENSMUSG00000026283,1,0.0,0.033443050983986776,1.0,1.0
ENSMUSG00000026285,1,0.0,0.024887851895059928,1.0,1.0
ENSMUSG00000026288,1,0.0,0.2986542227407191,1.0,1.0
ENSMUSG00000026289,1,0.0,0.16877074566337513,1.0,1.0
ENSMUSG00000026295,1,0.0,0.04744246767495799,1.0,1.0
ENSMUSG00000026301,1,0.0,0.38031748677138455,1.0,1.0
ENSMUSG00000026303,1,0.0,0.0925516992347541,1.0,1.0
ENSMUSG00000026304,1,0.0,0.019443634293015568,1.0,1.0
ENSMUSG00000026305,1,0.0,0.4059830840381651,1.0,1.0
ENSMUSG00000026307,1,0.0,0.0614418843659292,1.0,1.0
ENSMUSG00000026308,1,0.0,0.01399941669097121,1.0,1.0
ENSMUSG00000026309,1,0.0,0.09877366220851909,1.0,1.0
ENSMUSG00000026311,1,0.0,0.05444217602044359,1.0,1.0
ENSMUSG00000026312,1,0.0,1.0274016360429425,1.0,1.0
ENSMUSG00000026313,1,0.0,0.7707456633751372,1.0,1.0
ENSMUSG00000026315,1,0.0,0.07233031957001791,1.0,1.0
ENSMUSG00000026319,1,0.0,0.6805272002555449,1.0,1.0
ENSMUSG00000026321,1,0.0,0.22087968556865686,1.0,1.0
ENSMUSG00000026327,1,0.0,0.07233031957001791,1.0,1.0
ENSMUSG00000026333,1,0.0,0.11899504187325528,1.0,1.0
ENSMUSG00000026335,1,0.0,1.7304834520783856,1.0,1.0
ENSMUSG00000026339,1,0.0,0.21776870408177437,1.0,1.0
ENSMUSG00000026341,1,0.0,0.2729886254739386,1.0,1.0
ENSMUSG00000026342,1,85.0,0.16177103731788953,1.7271258910137964e-196,5.92507808171193e-193
ENSMUSG00000026343,1,0.0,0.7411913392497534,1.0,1.0
ENSMUSG00000026344,1,0.0,0.15010485674208018,1.0,1.0
ENSMUSG00000026347,1,0.0,0.655639348360485,1.0,1.0
ENSMUSG00000026348,1,0.0,0.15943780120272766,1.0,1.0
ENSMUSG00000026349,1,0.0,0.18199241698262572,1.0,1.0
ENSMUSG00000026353,1,0.0,0.21699095871005375,1.0,1.0
ENSMUSG00000026354,1,0.0,0.11199533352776968,1.0,1.0
ENSMUSG00000026355,1,0.0,0.13143896782078524,1.0,1.0
ENSMUSG00000026356,1,0.0,0.3826507228865464,1.0,1.0
ENSMUSG00000026357,1,0.0,0.1641042734330514,1.0,1.0
ENSMUSG00000026358,1,0.0,0.02799883338194242,1.0,1.0
ENSMUSG00000026360,1,0.0,0.011666180575809341,1.0,1.0
ENSMUSG00000026361,1,0.0,0.7201922142132967,1.0,1.0
ENSMUSG00000026365,1,0.0,0.5584211768954072,1.0,1.0
ENSMUSG00000026368,1,0.0,0.1407719122814327,1.0,1.0
ENSMUSG00000026374,1,0.0,0.05677541213560546,1.0,1.0
ENSMUSG00000026377,1,0.0,0.03810952321431051,1.0,1.0
ENSMUSG00000026380,1,0.0,0.1679930002916545,1.0,1.0
ENSMUSG00000026383,1,0.0,0.5739760843298196,1.0,1.0
ENSMUSG00000026384,1,0.0,1.1611738399788898,1.0,1.0
ENSMUSG00000026385,1,0.0,0.018665888921294945,1.0,1.0
ENSMUSG00000026387,1,0.0,0.15477132897240392,1.0,1.0
ENSMUSG00000026388,1,0.0,0.2589892087829674,1.0,1.0
ENSMUSG00000026389,1,0.0,0.2426565559768343,1.0,1.0
ENSMUSG00000026390,1,0.0,0.07155257419829729,1.0,1.0
ENSMUSG00000026393,1,0.0,0.731858394789106,1.0,1.0
ENSMUSG00000026394,1,0.0,0.08710748163270975,1.0,1.0
ENSMUSG00000026395,1,0.0,0.63697345943919,1.0,1.0
ENSMUSG00000026398,1,0.0,0.5428662694609947,1.0,1.0
ENSMUSG00000026399,1,0.0,0.1368831854228296,1.0,1.0
ENSMUSG00000026404,1,0.0,0.11588406038637279,1.0,1.0
ENSMUSG00000026407,1,0.0,0.1438828937683152,1.0,1.0
ENSMUSG00000026409,1,0.0,0.14621612988347707,1.0,1.0
ENSMUSG00000026411,1,0.0,0.07388581031345916,1.0,1.0
ENSMUSG00000026413,1,0.0,0.10421787981056345,1.0,1.0
ENSMUSG00000026414,1,0.0,0.02566559726678055,1.0,1.0
ENSMUSG00000026415,1,0.0,0.052108939905281725,1.0,1.0
ENSMUSG00000026416,1,0.0,0.00855519908892685,1.0,1.0
ENSMUSG00000026417,1,0.0,0.08088551865894476,1.0,1.0
ENSMUSG00000026418,1,0.0,0.06999708345485604,1.0,1.0
ENSMUSG00000026420,1,0.0,0.007777453717206228,1.0,1.0
ENSMUSG00000026421,1,0.0,0.08788522700443037,1.0,1.0
ENSMUSG00000026424,1,0.0,0.02022137966473619,1.0,1.0
ENSMUSG00000026425,1,0.0,1.183728455758788,1.0,1.0
ENSMUSG00000026426,1,0.0,0.023332361151618682,1.0,1.0
ENSMUSG00000026427,1,0.0,0.08010777328722414,1.0,1.0
ENSMUSG00000026429,1,0.0,0.06921933808313542,1.0,1.0
ENSMUSG00000026430,1,0.0,0.15866005583100704,1.0,1.0
ENSMUSG00000026432,1,0.0,0.0342207963557074,1.0,1.0
ENSMUSG00000026433,1,0.0,0.02255461577989806,1.0,1.0
ENSMUSG00000026434,1,0.0,0.14154965765315333,1.0,1.0
ENSMUSG00000026435,1,0.0,0.030332069497104288,1.0,1.0
ENSMUSG00000026436,1,0.0,0.08010777328722414,1.0,1.0
ENSMUSG00000026437,1,0.0,0.03499854172742802,1.0,1.0
