gene,chromosome,insertions,expected,p,q
ENSMUSG00000022075,14,0.0,0.0,1.0,1.0
ENSMUSG00000022076,14,0.0,0.0,1.0,1.0
ENSMUSG00000022085,14,0.0,0.0,1.0,1.0
ENSMUSG00000022089,14,0.0,0.0,1.0,1.0
ENSMUSG00000022090,14,0.0,0.0,1.0,1.0
ENSMUSG00000022091,14,0.0,0.0,1.0,1.0
ENSMUSG00000022092,14,0.0,0.0,1.0,1.0
ENSMUSG00000022094,14,0.0,0.0,1.0,1.0
ENSMUSG00000022095,14,0.0,0.0,1.0,1.0
ENSMUSG00000022096,14,0.0,0.0,1.0,1.0
ENSMUSG00000022097,14,0.0,0.0,1.0,1.0
ENSMUSG00000022098,14,0.0,0.0,1.0,1.0
ENSMUSG00000022099,14,0.0,0.0,1.0,1.0
ENSMUSG00000022100,14,0.0,0.0,1.0,1.0
ENSMUSG00000022101,14,0.0,0.0,1.0,1.0
ENSMUSG00000022102,14,0.0,0.0,1.0,1.0
ENSMUSG00000022103,14,0.0,0.0,1.0,1.0
ENSMUSG00000022105,14,0.0,0.0,1.0,1.0
ENSMUSG00000022106,14,0.0,0.0,1.0,1.0
ENSMUSG00000022108,14,0.0,0.0,1.0,1.0
ENSMUSG00000022109,14,0.0,0.0,1.0,1.0
ENSMUSG00000022110,14,0.0,0.0,1.0,1.0
ENSMUSG00000022111,14,0.0,0.0,1.0,1.0
ENSMUSG00000022112,14,0.0,0.0,1.0,1.0
ENSMUSG00000022113,14,0.0,0.0,1.0,1.0
ENSMUSG00000022114,14,0.0,0.0,1.0,1.0
ENSMUSG00000022119,14,0.0,0.0,1.0,1.0
ENSMUSG00000022120,14,0.0,0.0,1.0,1.0
ENSMUSG00000022122,14,0.0,0.0,1.0,1.0
ENSMUSG00000022123,14,0.0,0.0,1.0,1.0
ENSMUSG00000022124,14,0.0,0.0,1.0,1.0
ENSMUSG00000022125,14,0.0,0.0,1.0,1.0
ENSMUSG00000022126,14,0.0,0.0,1.0,1.0
ENSMUSG00000022129,14,0.0,0.0,1.0,1.0
ENSMUSG00000022130,14,0.0,0.0,1.0,1.0
ENSMUSG00000022131,14,0.0,0.0,1.0,1.0
ENSMUSG00000022132,14,0.0,0.0,1.0,1.0
ENSMUSG00000022136,14,0.0,0.0,1.0,1.0
ENSMUSG00000022139,14,0.0,0.0,1.0,1.0
ENSMUSG00000022159,14,0.0,0.0,1.0,1.0
ENSMUSG00000022160,14,0.0,0.0,1.0,1.0
ENSMUSG00000022174,14,0.0,0.0,1.0,1.0
ENSMUSG00000022175,14,0.0,0.0,1.0,1.0
ENSMUSG00000022176,14,0.0,0.0,1.0,1.0
ENSMUSG00000022177,14,0.0,0.0,1.0,1.0
ENSMUSG00000022178,14,0.0,0.0,1.0,1.0
ENSMUSG00000022179,14,0.0,0.0,1.0,1.0
ENSMUSG00000022180,14,0.0,0.0,1.0,1.0
ENSMUSG00000022185,14,0.0,0.0,1.0,1.0
ENSMUSG00000022193,14,0.0,0.0,1.0,1.0
ENSMUSG00000022194,14,0.0,0.0,1.0,1.0
ENSMUSG00000022199,14,0.0,0.0,1.0,1.0
ENSMUSG00000022203,14,0.0,0.0,1.0,1.0
ENSMUSG00000022204,14,0.0,0.0,1.0,1.0
ENSMUSG00000022208,14,0.0,0.0,1.0,1.0
ENSMUSG00000022209,14,0.0,0.0,1.0,1.0
ENSMUSG00000022210,14,0.0,0.0,1.0,1.0
ENSMUSG00000022211,14,0.0,0.0,1.0,1.0
ENSMUSG00000022212,14,0.0,0.0,1.0,1.0
ENSMUSG00000022214,14,0.0,0.0,1.0,1.0
ENSMUSG00000022215,14,0.0,0.0,1.0,1.0
ENSMUSG00000022216,14,0.0,0.0,1.0,1.0
ENSMUSG00000022217,14,0.0,0.0,1.0,1.0
ENSMUSG00000022218,14,0.0,0.0,1.0,1.0
ENSMUSG00000022219,14,0.0,0.0,1.0,1.0
ENSMUSG00000022220,14,0.0,0.0,1.0,1.0
ENSMUSG00000022221,14,0.0,0.0,1.0,1.0
ENSMUSG00000022223,14,0.0,0.0,1.0,1.0
ENSMUSG00000022225,14,0.0,0.0,1.0,1.0
ENSMUSG00000022229,14,0.0,0.0,1.0,1.0
ENSMUSG00000023064,14,0.0,0.0,1.0,1.0
ENSMUSG00000023110,14,0.0,0.0,1.0,1.0
ENSMUSG00000023156,14,0.0,0.0,1.0,1.0
ENSMUSG00000023243,14,0.0,0.0,1.0,1.0
ENSMUSG00000023387,14,0.0,0.0,1.0,1.0
ENSMUSG00000023411,14,0.0,0.0,1.0,1.0
ENSMUSG00000025277,14,0.0,0.0,1.0,1.0
ENSMUSG00000025278,14,0.0,0.0,1.0,1.0
ENSMUSG00000025279,14,0.0,0.0,1.0,1.0
ENSMUSG00000025280,14,0.0,0.0,1.0,1.0
ENSMUSG00000025290,14,0.0,0.0,1.0,1.0
ENSMUSG00000025544,14,0.0,0.0,1.0,1.0
ENSMUSG00000025545,14,0.0,0.0,1.0,1.0
ENSMUSG00000025551,14,0.0,0.0,1.0,1.0
ENSMUSG00000025555,14,0.0,0.0,1.0,1.0
ENSMUSG00000025557,14,0.0,0.0,1.0,1.0
ENSMUSG00000025558,14,0.0,0.0,1.0,1.0
ENSMUSG00000030662,14,0.0,0.0,1.0,1.0
ENSMUSG00000032849,14,0.0,0.0,1.0,1.0
ENSMUSG00000032925,14,0.0,0.0,1.0,1.0
ENSMUSG00000033004,14,0.0,0.0,1.0,1.0
ENSMUSG00000033060,14,0.0,0.0,1.0,1.0
ENSMUSG00000033083,14,0.0,0.0,1.0,1.0
ENSMUSG00000033111,14,0.0,0.0,1.0,1.0
ENSMUSG00000033166,14,0.0,0.0,1.0,1.0
ENSMUSG00000033186,14,0.0,0.0,1.0,1.0
ENSMUSG00000033214,14,0.0,0.0,1.0,1.0
ENSMUSG00000033405,14,0.0,0.0,1.0,1.0
ENSMUSG00000033446,14,0.0,0.0,1.0,1.0
ENSMUSG00000033470,14,0.0,0.0,1.0,1.0
ENSMUSG00000033487,14,0.0,0.0,1.0,1.0
ENSMUSG00000033589,14,0.0,0.0,1.0,1.0
ENSMUSG00000033595,14,0.0,0.0,1.0,1.0
ENSMUSG00000033644,14,0.0,0.0,1.0,1.0
ENSMUSG00000033712,14,0.0,0.0,1.0,1.0
ENSMUSG00000033730,14,0.0,0.0,1.0,1.0
ENSMUSG00000033885,14,0.0,0.0,1.0,1.0
ENSMUSG00000034190,14,0.0,0.0,1.0,1.0
ENSMUSG00000034194,14,0.0,0.0,1.0,1.0
ENSMUSG00000034205,14,0.0,0.0,1.0,1.0
ENSMUSG00000034235,14,0.0,0.0,1.0,1.0
ENSMUSG00000034248,14,0.0,0.0,1.0,1.0
ENSMUSG00000034327,14,0.0,0.0,1.0,1.0
ENSMUSG00000034463,14,0.0,0.0,1.0,1.0
ENSMUSG00000034522,14,0.0,0.0,1.0,1.0
ENSMUSG00000034532,14,0.0,0.0,1.0,1.0
ENSMUSG00000034623,14,0.0,0.0,1.0,1.0
ENSMUSG00000034731,14,0.0,0.0,1.0,1.0
ENSMUSG00000034795,14,0.0,0.0,1.0,1.0
ENSMUSG00000034893,14,0.0,0.0,1.0,1.0
ENSMUSG00000034913,14,0.0,0.0,1.0,1.0
ENSMUSG00000034959,14,0.0,0.0,1.0,1.0
ENSMUSG00000034997,14,0.0,0.0,1.0,1.0
ENSMUSG00000035067,14,0.0,0.0,1.0,1.0
ENSMUSG00000035078,14,0.0,0.0,1.0,1.0
ENSMUSG00000035095,14,0.0,0.0,1.0,1.0
ENSMUSG00000035121,14,0.0,0.0,1.0,1.0
ENSMUSG00000035161,14,0.0,0.0,1.0,1.0
ENSMUSG00000035184,14,0.0,0.0,1.0,1.0
ENSMUSG00000035235,14,0.0,0.0,1.0,1.0
ENSMUSG00000035296,14,0.0,0.0,1.0,1.0
ENSMUSG00000035469,14,0.0,0.0,1.0,1.0
ENSMUSG00000035566,14,0.0,0.0,1.0,1.0
ENSMUSG00000035626,14,0.0,0.0,1.0,1.0
ENSMUSG00000035726,14,0.0,0.0,1.0,1.0
ENSMUSG00000035896,14,0.0,0.0,1.0,1.0
ENSMUSG00000035932,14,0.0,0.0,1.0,1.0
ENSMUSG00000035953,14,0.0,0.0,1.0,1.0
ENSMUSG00000035960,14,0.0,0.0,1.0,1.0
ENSMUSG00000036023,14,0.0,0.0,1.0,1.0
ENSMUSG00000036242,14,0.0,0.0,1.0,1.0
ENSMUSG00000036282,14,0.0,0.0,1.0,1.0
ENSMUSG00000036291,14,0.0,0.0,1.0,1.0
ENSMUSG00000036339,14,0.0,0.0,1.0,1.0
ENSMUSG00000036422,14,0.0,0.0,1.0,1.0
ENSMUSG00000036461,14,0.0,0.0,1.0,1.0
ENSMUSG00000037526,14,0.0,0.0,1.0,1.0
ENSMUSG00000037536,14,0.0,0.0,1.0,1.0
ENSMUSG00000037544,14,0.0,0.0,1.0,1.0
ENSMUSG00000037572,14,0.0,0.0,1.0,1.0
ENSMUSG00000037580,14,0.0,0.0,1.0,1.0
ENSMUSG00000037628,14,0.0,0.0,1.0,1.0
ENSMUSG00000037697,14,0.0,0.0,1.0,1.0
ENSMUSG00000037712,14,0.0,0.0,1.0,1.0
ENSMUSG00000037722,14,0.0,0.0,1.0,1.0
ENSMUSG00000037759,14,0.0,0.0,1.0,1.0
ENSMUSG00000037798,14,0.0,0.0,1.0,1.0
ENSMUSG00000037824,14,0.0,0.0,1.0,1.0
ENSMUSG00000037833,14,0.0,0.0,1.0,1.0
ENSMUSG00000039081,14,0.0,0.0,1.0,1.0
ENSMUSG00000039197,14,0.0,0.0,1.0,1.0
ENSMUSG00000039308,14,0.0,0.0,1.0,1.0
ENSMUSG00000039357,14,0.0,0.0,1.0,1.0
ENSMUSG00000039367,14,0.0,0.0,1.0,1.0
ENSMUSG00000039376,14,0.0,0.0,1.0,1.0
ENSMUSG00000039543,14,0.0,0.0,1.0,1.0
ENSMUSG00000039599,14,0.0,0.0,1.0,1.0
ENSMUSG00000040040,14,0.0,0.0,1.0,1.0
ENSMUSG00000040055,14,0.0,0.0,1.0,1.0
ENSMUSG00000040123,14,0.0,0.0,1.0,1.0
ENSMUSG00000040314,14,0.0,0.0,1.0,1.0
ENSMUSG00000040380,14,0.0,0.0,1.0,1.0
ENSMUSG00000040432,14,0.0,0.0,1.0,1.0
ENSMUSG00000040472,14,0.0,0.0,1.0,1.0
ENSMUSG00000040618,14,0.0,0.0,1.0,1.0
ENSMUSG00000040632,14,0.0,0.0,1.0,1.0
ENSMUSG00000040640,14,0.0,0.0,1.0,1.0
ENSMUSG00000040651,14,0.0,0.0,1.0,1.0
ENSMUSG00000040701,14,0.0,0.0,1.0,1.0
ENSMUSG00000040717,14,0.0,0.0,1.0,1.0
ENSMUSG00000040721,14,0.0,0.0,1.0,1.0
ENSMUSG00000040726,14,0.0,0.0,1.0,1.0
ENSMUSG00000040752,14,0.0,0.0,1.0,1.0
ENSMUSG00000040759,14,0.0,0.0,1.0,1.0
ENSMUSG00000040760,14,0.0,0.0,1.0,1.0
ENSMUSG00000040770,14,0.0,0.0,1.0,1.0
ENSMUSG00000040818,14,0.0,0.0,1.0,1.0
ENSMUSG00000040822,14,0.0,0.0,1.0,1.0
ENSMUSG00000040997,14,0.0,0.0,1.0,1.0
ENSMUSG00000041014,14,0.0,0.0,1.0,1.0
ENSMUSG00000041028,14,0.0,0.0,1.0,1.0
ENSMUSG00000041044,14,0.0,0.0,1.0,1.0
ENSMUSG00000041078,14,0.0,0.0,1.0,1.0
ENSMUSG00000041408,14,0.0,0.0,1.0,1.0
ENSMUSG00000041445,14,0.0,0.0,1.0,1.0
ENSMUSG00000041471,14,0.0,0.0,1.0,1.0
ENSMUSG00000041479,14,0.0,0.0,1.0,1.0
ENSMUSG00000041534,14,0.0,0.0,1.0,1.0
ENSMUSG00000041594,14,0.0,0.0,1.0,1.0
ENSMUSG00000041625,14,0.0,0.0,1.0,1.0
ENSMUSG00000041650,14,0.0,0.0,1.0,1.0
ENSMUSG00000041673,14,0.0,0.0,1.0,1.0
ENSMUSG00000041703,14,0.0,0.0,1.0,1.0
ENSMUSG00000041707,14,0.0,0.0,1.0,1.0
ENSMUSG00000041730,14,0.0,0.0,1.0,1.0
ENSMUSG00000041765,14,0.0,0.0,1.0,1.0
ENSMUSG00000042104,14,0.0,0.0,1.0,1.0
ENSMUSG00000042156,14,0.0,0.0,1.0,1.0
ENSMUSG00000042286,14,0.0,0.0,1.0,1.0
ENSMUSG00000042323,14,0.0,0.0,1.0,1.0
ENSMUSG00000042354,14,0.0,0.0,1.0,1.0
ENSMUSG00000042485,14,0.0,0.0,1.0,1.0
ENSMUSG00000042567,14,0.0,0.0,1.0,1.0
ENSMUSG00000042682,14,0.0,0.0,1.0,1.0
ENSMUSG00000042888,14,0.0,0.0,1.0,1.0
ENSMUSG00000043004,14,0.0,0.0,1.0,1.0
ENSMUSG00000043157,14,0.0,0.0,1.0,1.0
ENSMUSG00000043418,14,0.0,0.0,1.0,1.0
ENSMUSG00000043681,14,0.0,0.0,1.0,1.0
ENSMUSG00000043702,14,0.0,0.0,1.0,1.0
ENSMUSG00000043881,14,0.0,0.0,1.0,1.0
ENSMUSG00000044186,14,0.0,0.0,1.0,1.0
ENSMUSG00000044286,14,0.0,0.0,1.0,1.0
ENSMUSG00000044350,14,0.0,0.0,1.0,1.0
ENSMUSG00000044447,14,0.0,0.0,1.0,1.0
ENSMUSG00000044461,14,0.0,0.0,1.0,1.0
ENSMUSG00000044519,14,0.0,0.0,1.0,1.0
ENSMUSG00000044551,14,0.0,0.0,1.0,1.0
ENSMUSG00000044772,14,0.0,0.0,1.0,1.0
ENSMUSG00000044819,14,0.0,0.0,1.0,1.0
ENSMUSG00000045107,14,0.0,0.0,1.0,1.0
ENSMUSG00000045201,14,0.0,0.0,1.0,1.0
ENSMUSG00000045211,14,0.0,0.0,1.0,1.0
ENSMUSG00000045306,14,0.0,0.0,1.0,1.0
ENSMUSG00000045655,14,0.0,0.0,1.0,1.0
ENSMUSG00000045691,14,0.0,0.0,1.0,1.0
ENSMUSG00000045731,14,0.0,0.0,1.0,1.0
ENSMUSG00000045776,14,0.0,0.0,1.0,1.0
ENSMUSG00000045871,14,0.0,0.0,1.0,1.0
ENSMUSG00000045875,14,0.0,0.0,1.0,1.0
ENSMUSG00000046049,14,0.0,0.0,1.0,1.0
ENSMUSG00000046168,14,0.0,0.0,1.0,1.0
ENSMUSG00000046204,14,0.0,0.0,1.0,1.0
ENSMUSG00000046210,14,0.0,0.0,1.0,1.0
ENSMUSG00000046352,14,0.0,0.0,1.0,1.0
ENSMUSG00000046523,14,0.0,0.0,1.0,1.0
ENSMUSG00000046753,14,0.0,0.0,1.0,1.0
ENSMUSG00000046908,14,0.0,0.0,1.0,1.0
ENSMUSG00000047098,14,0.0,0.0,1.0,1.0
ENSMUSG00000047153,14,0.0,0.0,1.0,1.0
ENSMUSG00000047441,14,0.0,0.0,1.0,1.0
ENSMUSG00000047911,14,0.0,0.0,1.0,1.0
ENSMUSG00000047977,14,0.0,0.0,1.0,1.0
ENSMUSG00000048153,14,0.0,0.0,1.0,1.0
ENSMUSG00000048279,14,0.0,0.0,1.0,1.0
ENSMUSG00000048281,14,0.0,0.0,1.0,1.0
ENSMUSG00000048337,14,0.0,0.0,1.0,1.0
ENSMUSG00000048349,14,0.0,0.0,1.0,1.0
ENSMUSG00000048379,14,0.0,0.0,1.0,1.0
ENSMUSG00000048502,14,0.0,0.0,1.0,1.0
ENSMUSG00000048582,14,0.0,0.0,1.0,1.0
ENSMUSG00000048922,14,0.0,0.0,1.0,1.0
ENSMUSG00000048933,14,0.0,0.0,1.0,1.0
ENSMUSG00000049011,14,0.0,0.0,1.0,1.0
ENSMUSG00000049092,14,0.0,0.0,1.0,1.0
ENSMUSG00000049295,14,0.0,0.0,1.0,1.0
ENSMUSG00000049532,14,0.0,0.0,1.0,1.0
ENSMUSG00000049960,14,0.0,0.0,1.0,1.0
ENSMUSG00000050028,14,0.0,0.0,1.0,1.0
ENSMUSG00000050030,14,0.0,0.0,1.0,1.0
ENSMUSG00000050222,14,0.0,0.0,1.0,1.0
ENSMUSG00000050335,14,0.0,0.0,1.0,1.0
ENSMUSG00000050350,14,0.0,0.0,1.0,1.0
ENSMUSG00000050505,14,0.0,0.0,1.0,1.0
ENSMUSG00000050666,14,0.0,0.0,1.0,1.0
ENSMUSG00000051212,14,0.0,0.0,1.0,1.0
ENSMUSG00000051506,14,0.0,0.0,1.0,1.0
ENSMUSG00000051615,14,0.0,0.0,1.0,1.0
ENSMUSG00000052382,14,0.0,0.0,1.0,1.0
ENSMUSG00000052395,14,0.0,0.0,1.0,1.0
ENSMUSG00000052417,14,0.0,0.0,1.0,1.0
ENSMUSG00000052435,14,0.0,0.0,1.0,1.0
ENSMUSG00000052584,14,0.0,0.0,1.0,1.0
ENSMUSG00000053093,14,0.0,0.0,1.0,1.0
ENSMUSG00000053205,14,0.0,0.0,1.0,1.0
ENSMUSG00000053253,14,0.0,0.0,1.0,1.0
ENSMUSG00000053453,14,0.0,0.0,1.0,1.0
ENSMUSG00000053465,14,0.0,0.0,1.0,1.0
ENSMUSG00000053754,14,0.0,0.0,1.0,1.0
ENSMUSG00000053815,14,0.0,0.0,1.0,1.0
ENSMUSG00000054051,14,0.0,0.0,1.0,1.0
ENSMUSG00000054423,14,0.0,0.0,1.0,1.0
ENSMUSG00000054509,14,0.0,0.0,1.0,1.0
ENSMUSG00000054733,14,0.0,0.0,1.0,1.0
ENSMUSG00000054763,14,0.0,0.0,1.0,1.0
ENSMUSG00000055128,14,0.0,0.0,1.0,1.0
ENSMUSG00000055421,14,0.0,0.0,1.0,1.0
ENSMUSG00000055538,14,0.0,0.0,1.0,1.0
ENSMUSG00000055639,14,0.0,0.0,1.0,1.0
ENSMUSG00000055717,14,0.0,0.0,1.0,1.0
ENSMUSG00000056234,14,0.0,0.0,1.0,1.0
ENSMUSG00000056296,14,0.0,0.0,1.0,1.0
ENSMUSG00000057132,14,0.0,0.0,1.0,1.0
ENSMUSG00000057156,14,0.0,0.0,1.0,1.0
ENSMUSG00000057606,14,0.0,0.0,1.0,1.0
ENSMUSG00000058317,14,0.0,0.0,1.0,1.0
ENSMUSG00000058351,14,0.0,0.0,1.0,1.0
ENSMUSG00000058571,14,0.0,0.0,1.0,1.0
ENSMUSG00000058690,14,0.0,0.0,1.0,1.0
ENSMUSG00000058997,14,0.0,0.0,1.0,1.0
ENSMUSG00000059456,14,0.0,0.0,1.0,1.0
ENSMUSG00000059488,14,0.0,0.0,1.0,1.0
ENSMUSG00000059648,14,0.0,0.0,1.0,1.0
ENSMUSG00000059674,14,0.0,0.0,1.0,1.0
ENSMUSG00000060012,14,0.0,0.0,1.0,1.0
ENSMUSG00000060126,14,0.0,0.0,1.0,1.0
ENSMUSG00000060373,14,0.0,0.0,1.0,1.0
ENSMUSG00000060548,14,0.0,0.0,1.0,1.0
ENSMUSG00000060579,14,0.0,0.0,1.0,1.0
ENSMUSG00000061244,14,0.0,0.0,1.0,1.0
ENSMUSG00000061356,14,0.0,0.0,1.0,1.0
ENSMUSG00000061517,14,0.0,0.0,1.0,1.0
ENSMUSG00000061524,14,0.0,0.0,1.0,1.0
ENSMUSG00000062014,14,0.0,0.0,1.0,1.0
ENSMUSG00000063060,14,0.0,0.0,1.0,1.0
ENSMUSG00000063106,14,0.0,0.0,1.0,1.0
ENSMUSG00000063142,14,0.0,0.0,1.0,1.0
ENSMUSG00000063410,14,0.0,0.0,1.0,1.0
ENSMUSG00000063458,14,0.0,0.0,1.0,1.0
ENSMUSG00000063506,14,0.0,0.0,1.0,1.0
ENSMUSG00000063787,14,0.0,0.0,1.0,1.0
ENSMUSG00000063821,14,0.0,0.0,1.0,1.0
ENSMUSG00000064128,14,0.0,0.0,1.0,1.0
ENSMUSG00000067995,14,0.0,0.0,1.0,1.0
ENSMUSG00000068015,14,0.0,0.0,1.0,1.0
ENSMUSG00000068245,14,0.0,0.0,1.0,1.0
ENSMUSG00000068392,14,0.0,0.0,1.0,1.0
ENSMUSG00000068407,14,0.0,0.0,1.0,1.0
ENSMUSG00000068417,14,0.0,0.0,1.0,1.0
ENSMUSG00000068437,14,0.0,0.0,1.0,1.0
ENSMUSG00000068697,14,0.0,0.0,1.0,1.0
ENSMUSG00000068758,14,0.0,0.0,1.0,1.0
ENSMUSG00000071350,14,0.0,0.0,1.0,1.0
ENSMUSG00000071470,14,0.0,0.0,1.0,1.0
ENSMUSG00000071489,14,0.0,0.0,1.0,1.0
ENSMUSG00000071531,14,0.0,0.0,1.0,1.0
ENSMUSG00000071540,14,0.0,0.0,1.0,1.0
ENSMUSG00000071547,14,0.0,0.0,1.0,1.0
ENSMUSG00000072115,14,0.0,0.0,1.0,1.0
ENSMUSG00000072294,14,0.0,0.0,1.0,1.0
ENSMUSG00000072423,14,0.0,0.0,1.0,1.0
ENSMUSG00000072473,14,0.0,0.0,1.0,1.0
ENSMUSG00000072494,14,0.0,0.0,1.0,1.0
ENSMUSG00000072571,14,0.0,0.0,1.0,1.0
ENSMUSG00000072572,14,0.0,0.0,1.0,1.0
ENSMUSG00000072575,14,0.0,0.0,1.0,1.0
ENSMUSG00000072625,14,0.0,0.0,1.0,1.0
ENSMUSG00000072707,14,0.0,0.0,1.0,1.0
ENSMUSG00000075478,14,0.0,0.0,1.0,1.0
ENSMUSG00000075486,14,0.0,0.0,1.0,1.0
ENSMUSG00000075502,14,0.0,0.0,1.0,1.0
ENSMUSG00000075571,14,0.0,0.0,1.0,1.0
ENSMUSG00000075572,14,0.0,0.0,1.0,1.0
ENSMUSG00000075573,14,0.0,0.0,1.0,1.0
ENSMUSG00000075592,14,0.0,0.0,1.0,1.0
ENSMUSG00000078127,14,0.0,0.0,1.0,1.0
ENSMUSG00000079184,14,0.0,0.0,1.0,1.0
ENSMUSG00000079186,14,0.0,0.0,1.0,1.0
ENSMUSG00000079197,14,0.0,0.0,1.0,1.0
ENSMUSG00000079357,14,0.0,0.0,1.0,1.0
ENSMUSG00000089682,14,0.0,0.0,1.0,1.0
ENSMUSG00000090799,14,0.0,0.0,1.0,1.0
ENSMUSG00000091155,14,0.0,0.0,1.0,1.0
ENSMUSG00000091722,14,0.0,0.0,1.0,1.0
ENSMUSG00000091809,14,0.0,0.0,1.0,1.0
ENSMUSG00000091873,14,0.0,0.0,1.0,1.0
ENSMUSG00000091898,14,0.0,0.0,1.0,1.0
ENSMUSG00000092232,14,0.0,0.0,1.0,1.0
ENSMUSG00000093825,14,0.0,0.0,1.0,1.0
ENSMUSG00000094140,14,0.0,0.0,1.0,1.0
ENSMUSG00000095304,14,0.0,0.0,1.0,1.0
ENSMUSG00000095463,14,0.0,0.0,1.0,1.0
ENSMUSG00000096001,14,0.0,0.0,1.0,1.0
ENSMUSG00000098557,14,0.0,0.0,1.0,1.0
ENSMUSG00000100241,14,0.0,0.0,1.0,1.0
ENSMUSG00000108841,14,0.0,0.0,1.0,1.0
ENSMUSG00000109835,14,0.0,0.0,1.0,1.0
ENSMUSG00000112858,14,0.0,0.0,1.0,1.0
ENSMUSG00000114797,14,0.0,0.0,1.0,1.0
ENSMUSG00000000346,15,0.0,0.0,1.0,1.0
ENSMUSG00000000489,15,0.0,0.0,1.0,1.0
ENSMUSG00000000530,15,0.0,0.0,1.0,1.0
ENSMUSG00000000531,15,0.0,0.0,1.0,1.0
ENSMUSG00000000532,15,0.0,0.0,1.0,1.0
ENSMUSG00000000552,15,0.0,0.0,1.0,1.0
ENSMUSG00000000555,15,0.0,0.0,1.0,1.0
ENSMUSG00000000934,15,0.0,0.0,1.0,1.0
ENSMUSG00000001076,15,0.0,0.0,1.0,1.0
ENSMUSG00000001280,15,0.0,0.0,1.0,1.0
ENSMUSG00000001281,15,0.0,0.0,1.0,1.0
ENSMUSG00000001285,15,0.0,0.0,1.0,1.0
ENSMUSG00000001288,15,0.0,0.0,1.0,1.0
ENSMUSG00000001289,15,0.0,0.0,1.0,1.0
ENSMUSG00000001655,15,0.0,0.0,1.0,1.0
ENSMUSG00000001656,15,0.0,0.0,1.0,1.0
ENSMUSG00000001657,15,0.0,0.0,1.0,1.0
ENSMUSG00000001661,15,0.0,0.0,1.0,1.0
ENSMUSG00000002524,15,0.0,0.0,1.0,1.0
ENSMUSG00000003352,15,0.0,0.0,1.0,1.0
ENSMUSG00000003354,15,0.0,0.0,1.0,1.0
ENSMUSG00000003355,15,0.0,0.0,1.0,1.0
ENSMUSG00000003360,15,0.0,0.0,1.0,1.0
ENSMUSG00000003882,15,0.0,0.0,1.0,1.0
ENSMUSG00000003970,15,0.0,0.0,1.0,1.0
ENSMUSG00000004187,15,0.0,0.0,1.0,1.0
ENSMUSG00000005124,15,0.0,0.0,1.0,1.0
ENSMUSG00000005125,15,0.0,0.0,1.0,1.0
ENSMUSG00000005268,15,0.0,0.0,1.0,1.0
ENSMUSG00000005354,15,0.0,0.0,1.0,1.0
ENSMUSG00000005360,15,0.0,0.0,1.0,1.0
ENSMUSG00000005716,15,0.0,0.0,1.0,1.0
ENSMUSG00000006369,15,0.0,0.0,1.0,1.0
ENSMUSG00000006378,15,0.0,0.0,1.0,1.0
ENSMUSG00000008690,15,0.0,0.0,1.0,1.0
ENSMUSG00000009035,15,0.0,0.0,1.0,1.0
ENSMUSG00000009575,15,0.0,0.0,1.0,1.0
ENSMUSG00000009585,15,0.0,0.0,1.0,1.0
ENSMUSG00000009733,15,0.0,0.0,1.0,1.0
ENSMUSG00000009739,15,0.0,0.0,1.0,1.0
ENSMUSG00000010830,15,0.0,0.0,1.0,1.0
ENSMUSG00000011960,15,0.0,0.0,1.0,1.0
ENSMUSG00000013611,15,0.0,0.0,1.0,1.0
ENSMUSG00000013846,15,0.0,0.0,1.0,1.0
ENSMUSG00000014313,15,0.0,0.0,1.0,1.0
ENSMUSG00000015001,15,0.0,0.0,1.0,1.0
ENSMUSG00000015002,15,0.0,0.0,1.0,1.0
ENSMUSG00000015363,15,0.0,0.0,1.0,1.0
ENSMUSG00000015365,15,0.0,0.0,1.0,1.0
ENSMUSG00000015377,15,0.0,0.0,1.0,1.0
ENSMUSG00000016028,15,0.0,0.0,1.0,1.0
ENSMUSG00000016541,15,0.0,0.0,1.0,1.0
ENSMUSG00000016552,15,0.0,0.0,1.0,1.0
ENSMUSG00000016554,15,0.0,0.0,1.0,1.0
ENSMUSG00000016619,15,0.0,0.0,1.0,1.0
ENSMUSG00000016624,15,0.0,0.0,1.0,1.0
ENSMUSG00000016637,15,0.0,0.0,1.0,1.0
ENSMUSG00000016664,15,0.0,0.0,1.0,1.0
ENSMUSG00000016757,15,0.0,0.0,1.0,1.0
ENSMUSG00000016758,15,0.0,0.0,1.0,1.0
ENSMUSG00000016763,15,0.0,0.0,1.0,1.0
ENSMUSG00000016942,15,0.0,0.0,1.0,1.0
ENSMUSG00000018008,15,0.0,0.0,1.0,1.0
ENSMUSG00000018040,15,0.0,0.0,1.0,1.0
ENSMUSG00000018042,15,0.0,0.0,1.0,1.0
ENSMUSG00000018126,15,0.0,0.0,1.0,1.0
ENSMUSG00000018169,15,0.0,0.0,1.0,1.0
ENSMUSG00000018865,15,0.0,0.0,1.0,1.0
ENSMUSG00000018868,15,0.0,0.0,1.0,1.0
ENSMUSG00000018893,15,0.0,0.0,1.0,1.0
ENSMUSG00000019080,15,0.0,0.0,1.0,1.0
ENSMUSG00000019146,15,0.0,0.0,1.0,1.0
ENSMUSG00000022141,15,0.0,0.0,1.0,1.0
ENSMUSG00000022142,15,0.0,0.0,1.0,1.0
ENSMUSG00000022144,15,0.0,0.0,1.0,1.0
ENSMUSG00000022146,15,0.0,0.0,1.0,1.0
ENSMUSG00000022148,15,0.0,0.0,1.0,1.0
