mouse_ensembl_gene,expected,observed,p,q,gene
ENSMUSG00000020926,0.5699862158573537,0,1.0,1.0,Adam11
ENSMUSG00000020928,0.5699862158573537,0,1.0,1.0,Higd1b
ENSMUSG00000020929,0.5699862158573537,0,1.0,1.0,Eftud2
ENSMUSG00000020930,0.5699862158573537,0,1.0,1.0,Ccdc103
ENSMUSG00000020932,0.5699862158573537,0,1.0,1.0,Gfap
ENSMUSG00000020935,0.5699862158573537,1,0.4344667659634197,1.0,Dcakd
ENSMUSG00000020936,0.573651722068655,0,1.0,1.0,Nmt1
ENSMUSG00000020937,0.573651722068655,0,1.0,1.0,Plcd3
ENSMUSG00000020941,0.573651722068655,1,0.43653593694915777,1.0,Map3k14
ENSMUSG00000020945,0.573651722068655,0,1.0,1.0,Lyzl6
ENSMUSG00000020946,0.573651722068655,1,0.43653593694915777,1.0,Gosr2
ENSMUSG00000020948,0.2749129658475982,1,0.2403617651821572,1.0,Klhl28
ENSMUSG00000020949,0.2749129658475982,0,1.0,1.0,Fkbp3
ENSMUSG00000020950,0.5663207096460523,0,1.0,1.0,Foxg1
ENSMUSG00000020952,0.2749129658475982,0,1.0,1.0,Scfd1
ENSMUSG00000020953,0.2749129658475982,0,1.0,1.0,Coch
ENSMUSG00000020954,0.2749129658475982,0,1.0,1.0,Strn3
ENSMUSG00000020955,0.2749129658475982,0,1.0,1.0,Ap4s1
ENSMUSG00000020956,0.2749129658475982,0,1.0,1.0,Dtd2
ENSMUSG00000020961,0.573651722068655,2,0.11330380685624099,1.0,Ston2
ENSMUSG00000020962,0.573651722068655,0,1.0,1.0,Gtf2a1
ENSMUSG00000020963,0.5663207096460523,1,0.4323899965009572,1.0,Tshr
ENSMUSG00000020964,0.573651722068655,1,0.43653593694915777,1.0,Sel1l
ENSMUSG00000020973,0.2749129658475982,0,1.0,1.0,Dnaaf2
ENSMUSG00000020974,0.2749129658475982,0,1.0,1.0,Pole2
ENSMUSG00000020978,0.2749129658475982,0,1.0,1.0,Klhdc2
ENSMUSG00000020982,0.2749129658475982,0,1.0,1.0,Nemf
ENSMUSG00000020986,0.2749129658475982,0,1.0,1.0,Sec23a
ENSMUSG00000020988,0.2749129658475982,0,1.0,1.0,L2hgdh
ENSMUSG00000020990,0.2749129658475982,0,1.0,1.0,Cdkl1
ENSMUSG00000020993,0.2749129658475982,0,1.0,1.0,Trappc6b
ENSMUSG00000020994,0.2749129658475982,0,1.0,1.0,Pnn
ENSMUSG00000021000,0.2749129658475982,1,0.2403617651821572,1.0,Mia2
ENSMUSG00000021003,0.573651722068655,1,0.43653593694915777,1.0,Galc
ENSMUSG00000021007,0.5553241910121484,0,1.0,1.0,Spata7
ENSMUSG00000021009,0.5553241910121484,0,1.0,1.0,Ptpn21
ENSMUSG00000021010,0.2749129658475982,3,0.0028217229252139055,0.08885028668903815,Npas3
ENSMUSG00000021012,0.5553241910121484,0,1.0,1.0,Zc3h14
ENSMUSG00000021013,0.5553241910121484,0,1.0,1.0,Ttc8
ENSMUSG00000021018,0.5663207096460523,0,1.0,1.0,Polr2h
ENSMUSG00000021022,0.2749129658475982,0,1.0,1.0,Ppp2r3c
ENSMUSG00000021023,0.2749129658475982,2,0.03152736507714968,0.5364969178257425,Prorp
ENSMUSG00000021024,0.2749129658475982,0,1.0,1.0,Psma6
ENSMUSG00000021025,0.2749129658475982,0,1.0,1.0,Nfkbia
ENSMUSG00000021027,0.2749129658475982,0,1.0,1.0,Ralgapa1
ENSMUSG00000021028,0.2749129658475982,0,1.0,1.0,Mbip
ENSMUSG00000021032,0.5663207096460523,0,1.0,1.0,Ngb
ENSMUSG00000021033,0.5663207096460523,0,1.0,1.0,Gstz1
ENSMUSG00000021036,0.5663207096460523,0,1.0,1.0,Sptlc2
ENSMUSG00000021037,0.5663207096460523,0,1.0,1.0,Ahsa1
ENSMUSG00000021038,0.5663207096460523,0,1.0,1.0,Vipas39
ENSMUSG00000021039,0.573651722068655,0,1.0,1.0,Snw1
ENSMUSG00000021040,0.5663207096460523,0,1.0,1.0,Slirp
ENSMUSG00000021044,0.573651722068655,0,1.0,1.0,Adck1
ENSMUSG00000021047,0.5663207096460523,8,1.5887788730981063e-07,2.9713762119810282e-05,Nova1
ENSMUSG00000021048,0.573651722068655,1,0.43653593694915777,1.0,Mthfd1
ENSMUSG00000021051,0.573651722068655,2,0.11330380685624099,1.0,Ppp2r5e
ENSMUSG00000021054,0.573651722068655,0,1.0,1.0,Sgpp1
ENSMUSG00000021055,0.573651722068655,1,0.43653593694915777,1.0,Esr2
ENSMUSG00000021057,0.573651722068655,0,1.0,1.0,Akap5
ENSMUSG00000021061,0.573651722068655,0,1.0,1.0,Sptb
ENSMUSG00000021062,0.573651722068655,0,1.0,1.0,Rab15
ENSMUSG00000021065,0.573651722068655,3,0.0205924728283804,0.38435548033210987,Fut8
ENSMUSG00000021066,0.2749129658475982,0,1.0,1.0,Atl1
ENSMUSG00000021067,0.2749129658475982,0,1.0,1.0,Sav1
ENSMUSG00000021068,0.573651722068655,0,1.0,1.0,Nin
ENSMUSG00000021069,0.573651722068655,0,1.0,1.0,Pygl
ENSMUSG00000021070,0.4105366956657467,0,1.0,1.0,Bdkrb2
ENSMUSG00000021071,0.573651722068655,2,0.11330380685624099,1.0,Trim9
ENSMUSG00000021072,0.573651722068655,0,1.0,1.0,Tmx1
ENSMUSG00000021076,0.573651722068655,0,1.0,1.0,Actr10
ENSMUSG00000021078,0.573651722068655,0,1.0,1.0,Tomm20l
ENSMUSG00000021079,0.573651722068655,0,1.0,1.0,Timm9
ENSMUSG00000021086,0.5663207096460523,0,1.0,1.0,Ccdc175
ENSMUSG00000021087,0.5663207096460523,3,0.01991899867616174,0.38435548033210987,Rtn1
ENSMUSG00000021090,0.5663207096460523,0,1.0,1.0,Lrrc9
ENSMUSG00000021094,0.5663207096460523,0,1.0,1.0,Dhrs7
ENSMUSG00000021095,0.573651722068655,0,1.0,1.0,Gsc
ENSMUSG00000021096,0.5663207096460523,1,0.4323899965009572,1.0,Ppm1a
ENSMUSG00000021097,0.573651722068655,0,1.0,1.0,Clmn
ENSMUSG00000021098,0.5663207096460523,1,0.4323899965009572,1.0,4930447C04Rik
ENSMUSG00000021099,0.5663207096460523,0,1.0,1.0,Six6
ENSMUSG00000021102,0.573651722068655,0,1.0,1.0,Glrx5
ENSMUSG00000021103,0.5663207096460523,1,0.4323899965009572,1.0,Mnat1
ENSMUSG00000021108,0.5663207096460523,0,1.0,1.0,Prkch
ENSMUSG00000021109,0.5663207096460523,0,1.0,1.0,Hif1a
ENSMUSG00000021111,0.4105366956657467,0,1.0,1.0,Papola
ENSMUSG00000021112,0.5663207096460523,0,1.0,1.0,Mpp5
ENSMUSG00000021113,0.5663207096460523,0,1.0,1.0,Snapc1
ENSMUSG00000021114,0.5663207096460523,0,1.0,1.0,Atp6v1d
ENSMUSG00000021115,0.4105366956657467,1,0.3367058325139457,1.0,Vrk1
ENSMUSG00000021116,0.5663207096460523,2,0.11094069651718114,1.0,Eif2s1
ENSMUSG00000021118,0.5663207096460523,0,1.0,1.0,Plek2
ENSMUSG00000021120,0.5663207096460523,0,1.0,1.0,Pigh
ENSMUSG00000021123,0.5663207096460523,0,1.0,1.0,Rdh12
ENSMUSG00000021124,0.5663207096460523,1,0.4323899965009572,1.0,Vti1b
ENSMUSG00000021125,0.5663207096460523,1,0.4323899965009572,1.0,Arg2
ENSMUSG00000021127,0.5663207096460523,0,1.0,1.0,Zfp36l1
ENSMUSG00000021130,0.4985088447369781,2,0.08975213240332085,1.0,Galnt16
ENSMUSG00000021131,0.4985088447369781,1,0.3925642342428429,1.0,Erh
ENSMUSG00000021133,0.4985088447369781,2,0.08975213240332085,1.0,Susd6
ENSMUSG00000021134,0.4985088447369781,0,1.0,1.0,Srsf5
ENSMUSG00000021135,0.4985088447369781,0,1.0,1.0,Slc10a1
ENSMUSG00000021136,0.4985088447369781,3,0.014274876873122753,0.38435548033210987,Smoc1
ENSMUSG00000021139,0.4985088447369781,0,1.0,1.0,Gm20498
ENSMUSG00000021140,0.4985088447369781,2,0.08975213240332085,1.0,Pcnx
ENSMUSG00000021143,0.5663207096460523,1,0.4323899965009572,1.0,Pacs2
ENSMUSG00000021144,0.5663207096460523,1,0.4323899965009572,1.0,Mta1
ENSMUSG00000021147,0.2987387562210567,0,1.0,1.0,Wdr37
ENSMUSG00000021149,0.2987387562210567,0,1.0,1.0,Gtpbp4
ENSMUSG00000021156,0.2987387562210567,1,0.258246837475265,1.0,Zmynd11
ENSMUSG00000021171,0.573651722068655,1,0.43653593694915777,1.0,Esyt2
ENSMUSG00000021175,0.573651722068655,1,0.43653593694915777,1.0,Cdca7l
ENSMUSG00000021176,0.5553241910121484,3,0.018932004931680187,0.38435548033210987,Efcab11
ENSMUSG00000021177,0.5553241910121484,0,1.0,1.0,Tdp1
ENSMUSG00000021178,0.5553241910121484,0,1.0,1.0,Psmc1
ENSMUSG00000021179,0.5553241910121484,0,1.0,1.0,Nrde2
ENSMUSG00000021180,0.5663207096460523,5,0.00030380773675015986,0.017102132473308284,Rps6ka5
ENSMUSG00000021182,0.5626552034347511,1,0.43030560065839774,1.0,Ccdc88c
ENSMUSG00000021185,0.5663207096460523,0,1.0,1.0,Dglucy
ENSMUSG00000021186,0.5699862158573537,0,1.0,1.0,Fbln5
ENSMUSG00000021187,0.5699862158573537,1,0.4344667659634197,1.0,Tc2n
ENSMUSG00000021188,0.5699862158573537,0,1.0,1.0,Trip11
ENSMUSG00000021189,0.5699862158573537,1,0.4344667659634197,1.0,Atxn3
ENSMUSG00000021190,0.5699862158573537,0,1.0,1.0,Lgmn
ENSMUSG00000021192,0.5699862158573537,1,0.4344667659634197,1.0,Golga5
ENSMUSG00000021193,0.2987387562210567,0,1.0,1.0,Pitrm1
ENSMUSG00000021194,0.5699862158573537,0,1.0,1.0,Chga
ENSMUSG00000021196,0.2987387562210567,0,1.0,1.0,Pfkp
ENSMUSG00000021198,0.5699862158573537,2,0.11212061795333837,1.0,Unc79
ENSMUSG00000021200,0.573651722068655,0,1.0,1.0,Asb2
ENSMUSG00000021203,0.573651722068655,0,1.0,1.0,Otub2
ENSMUSG00000021209,0.573651722068655,1,0.43653593694915777,1.0,Ppp4r4
ENSMUSG00000021210,0.2877422375871528,0,1.0,1.0,Akr1c6
ENSMUSG00000021215,0.2877422375871528,0,1.0,1.0,Net1
ENSMUSG00000021216,0.2877422375871528,0,1.0,1.0,Tubal3
ENSMUSG00000021217,0.5406621661669432,0,1.0,1.0,Tshz3
ENSMUSG00000021218,0.2987387562210567,0,1.0,1.0,Gdi2
ENSMUSG00000021219,0.5534914379064978,1,0.4250610615975643,1.0,Rgs6
ENSMUSG00000021221,0.5534914379064978,2,0.10683728187276462,1.0,Dpf3
ENSMUSG00000021222,0.5534914379064978,0,1.0,1.0,Dcaf4
ENSMUSG00000021223,0.5443276723782444,0,1.0,1.0,Papln
ENSMUSG00000021224,0.5443276723782444,5,0.0002537686592179731,0.017102132473308284,Numb
ENSMUSG00000021228,0.5443276723782444,0,1.0,1.0,Acot3
ENSMUSG00000021234,0.5443276723782444,0,1.0,1.0,Fam161b
ENSMUSG00000021235,0.5443276723782444,0,1.0,1.0,Coq6
ENSMUSG00000021236,0.5443276723782444,0,1.0,1.0,Entpd5
ENSMUSG00000021238,0.5443276723782444,0,1.0,1.0,Aldh6a1
ENSMUSG00000021239,0.5443276723782444,0,1.0,1.0,Vsx2
ENSMUSG00000021240,0.5443276723782444,0,1.0,1.0,Abcd4
ENSMUSG00000021241,0.5516586848008471,0,1.0,1.0,Isca2
ENSMUSG00000021242,0.5516586848008471,0,1.0,1.0,Npc2
ENSMUSG00000021243,0.5644879565404016,0,1.0,1.0,Fcf1
ENSMUSG00000021244,0.5644879565404016,1,0.4313487536251487,1.0,Ylpm1
ENSMUSG00000021245,0.557156944117799,0,1.0,1.0,Mlh3
ENSMUSG00000021248,0.557156944117799,1,0.42716464614099064,1.0,Tmed10
ENSMUSG00000021250,0.557156944117799,0,1.0,1.0,Fos
ENSMUSG00000021252,0.5663207096460523,0,1.0,1.0,Erg28
ENSMUSG00000021253,0.5663207096460523,0,1.0,1.0,Tgfb3
ENSMUSG00000021254,0.5663207096460523,0,1.0,1.0,Gpatch2l
ENSMUSG00000021255,0.5663207096460523,0,1.0,1.0,Esrrb
ENSMUSG00000021256,0.5663207096460523,0,1.0,1.0,Vash1
ENSMUSG00000021257,0.5663207096460523,0,1.0,1.0,Angel1
ENSMUSG00000021258,0.573651722068655,0,1.0,1.0,Ccnk
ENSMUSG00000021259,0.573651722068655,0,1.0,1.0,Cyp46a1
ENSMUSG00000021260,0.573651722068655,1,0.43653593694915777,1.0,Hhipl1
ENSMUSG00000021262,0.573651722068655,0,1.0,1.0,Evl
ENSMUSG00000021263,0.573651722068655,0,1.0,1.0,Degs2
ENSMUSG00000021264,0.573651722068655,2,0.11330380685624099,1.0,Yy1
ENSMUSG00000021265,0.573651722068655,1,0.43653593694915777,1.0,Slc25a29
ENSMUSG00000021266,0.573651722068655,2,0.11330380685624099,1.0,Wars
ENSMUSG00000021270,0.573651722068655,0,1.0,1.0,Hsp90aa1
ENSMUSG00000021271,0.5663207096460523,0,1.0,1.0,Zfp839
ENSMUSG00000021273,0.2749129658475982,0,1.0,1.0,Fdft1
ENSMUSG00000021275,0.5663207096460523,1,0.4323899965009572,1.0,Tecpr2
ENSMUSG00000021276,0.5663207096460523,1,0.4323899965009572,1.0,Cinp
ENSMUSG00000021277,0.5663207096460523,1,0.4323899965009572,1.0,Traf3
ENSMUSG00000021278,0.5663207096460523,0,1.0,1.0,Amn
ENSMUSG00000021279,0.5663207096460523,0,1.0,1.0,Cdc42bpb
ENSMUSG00000021280,0.5663207096460523,0,1.0,1.0,Exoc3l4
ENSMUSG00000021281,0.5663207096460523,0,1.0,1.0,Tnfaip2
ENSMUSG00000021282,0.5663207096460523,0,1.0,1.0,Eif5
ENSMUSG00000021285,0.5663207096460523,2,0.11094069651718114,1.0,Ppp1r13b
ENSMUSG00000021286,0.5663207096460523,0,1.0,1.0,Zfyve21
ENSMUSG00000021287,0.5663207096460523,0,1.0,1.0,Xrcc3
ENSMUSG00000021288,0.5663207096460523,1,0.4323899965009572,1.0,Klc1
ENSMUSG00000021290,0.5663207096460523,0,1.0,1.0,Atp5mpl
ENSMUSG00000021294,0.5663207096460523,0,1.0,1.0,Kif26a
ENSMUSG00000021298,0.5663207096460523,0,1.0,1.0,Gpr132
ENSMUSG00000021301,0.5186691288991353,1,0.4046876950672762,1.0,Hecw1
ENSMUSG00000021302,0.5186691288991353,0,1.0,1.0,Ggps1
ENSMUSG00000021303,0.5186691288991353,1,0.4046876950672762,1.0,Gng4
ENSMUSG00000021306,0.5186691288991353,0,1.0,1.0,Gpr137b
ENSMUSG00000021311,0.5333311537443406,1,0.41335250184093214,1.0,Mtr
ENSMUSG00000021313,0.5333311537443406,2,0.10047511480652548,1.0,Ryr2
ENSMUSG00000021314,0.573651722068655,1,0.43653593694915777,1.0,Amph
ENSMUSG00000021318,0.5663207096460523,5,0.00030380773675015986,0.017102132473308284,Gli3
ENSMUSG00000021319,0.5663207096460523,0,1.0,1.0,Sfrp4
ENSMUSG00000021322,0.5663207096460523,2,0.11094069651718114,1.0,Aoah
ENSMUSG00000021326,0.5663207096460523,0,1.0,1.0,Trim27
ENSMUSG00000021327,0.5663207096460523,1,0.4323899965009572,1.0,Zkscan3
ENSMUSG00000021335,0.5663207096460523,0,1.0,1.0,Slc17a1
ENSMUSG00000021336,0.5663207096460523,0,1.0,1.0,Slc17a4
ENSMUSG00000021337,0.5663207096460523,0,1.0,1.0,Scgn
ENSMUSG00000021338,0.5663207096460523,5,0.00030380773675015986,0.017102132473308284,Carmil1
ENSMUSG00000021339,0.5663207096460523,1,0.4323899965009572,1.0,Mrs2
ENSMUSG00000021340,0.5663207096460523,0,1.0,1.0,Gpld1
ENSMUSG00000021342,0.573651722068655,0,1.0,1.0,Prl
ENSMUSG00000021356,0.573651722068655,0,1.0,1.0,Irf4
ENSMUSG00000021357,0.573651722068655,2,0.11330380685624099,1.0,Exoc2
ENSMUSG00000021359,0.573651722068655,1,0.43653593694915777,1.0,Tfap2a
ENSMUSG00000021360,0.573651722068655,1,0.43653593694915777,1.0,Gcnt2
ENSMUSG00000021361,0.573651722068655,0,1.0,1.0,Tmem14c
ENSMUSG00000021362,0.573651722068655,0,1.0,1.0,Gcm2
ENSMUSG00000021363,0.573651722068655,0,1.0,1.0,Mak
ENSMUSG00000021364,0.573651722068655,0,1.0,1.0,Elovl2
ENSMUSG00000021365,0.573651722068655,2,0.11330380685624099,1.0,Nedd9
ENSMUSG00000021366,0.573651722068655,0,1.0,1.0,Hivep1
ENSMUSG00000021367,0.573651722068655,0,1.0,1.0,Edn1
ENSMUSG00000021368,0.573651722068655,0,1.0,1.0,Tbc1d7
ENSMUSG00000021371,0.520501882004786,0,1.0,1.0,Mcur1
ENSMUSG00000021373,0.5663207096460523,3,0.01991899867616174,0.38435548033210987,Cap2
ENSMUSG00000021374,0.5663207096460523,0,1.0,1.0,Nup153
ENSMUSG00000021375,0.5663207096460523,1,0.4323899965009572,1.0,Kif13a
ENSMUSG00000021376,0.5663207096460523,0,1.0,1.0,Tpmt
ENSMUSG00000021377,0.5663207096460523,2,0.11094069651718114,1.0,Dek
ENSMUSG00000021379,0.573651722068655,0,1.0,1.0,Id4
ENSMUSG00000021381,0.5663207096460523,0,1.0,1.0,Barx1
ENSMUSG00000021384,0.5663207096460523,0,1.0,1.0,Susd3
ENSMUSG00000021385,0.5663207096460523,0,1.0,1.0,Ippk
ENSMUSG00000021388,0.5663207096460523,1,0.4323899965009572,1.0,Aspn
