mouse_ensembl_gene,expected,observed,p,q,gene
ENSMUSG00000031144,0.2987387562210567,0,1.0,1.0,Syp
ENSMUSG00000031145,0.2987387562210567,0,1.0,1.0,Prickle3
ENSMUSG00000031146,0.2987387562210567,0,1.0,1.0,Plp2
ENSMUSG00000031147,0.2987387562210567,0,1.0,1.0,Magix
ENSMUSG00000031148,0.2987387562210567,0,1.0,1.0,Gpkow
ENSMUSG00000031149,0.2987387562210567,0,1.0,1.0,Praf2
ENSMUSG00000031150,0.2987387562210567,0,1.0,1.0,Ccdc120
ENSMUSG00000031153,0.2987387562210567,0,1.0,1.0,Gripap1
ENSMUSG00000031154,0.2987387562210567,0,1.0,1.0,Otud5
ENSMUSG00000031155,0.2987387562210567,0,1.0,1.0,Pim2
ENSMUSG00000031156,0.2987387562210567,0,1.0,1.0,Slc35a2
ENSMUSG00000031157,0.2987387562210567,0,1.0,1.0,Pqbp1
ENSMUSG00000031158,0.2987387562210567,0,1.0,1.0,Timm17b
ENSMUSG00000031160,0.2987387562210567,0,1.0,1.0,Eras
ENSMUSG00000031161,0.2987387562210567,0,1.0,1.0,Hdac6
ENSMUSG00000031162,0.2987387562210567,0,1.0,1.0,Gata1
ENSMUSG00000031163,0.2987387562210567,0,1.0,1.0,Glod5
ENSMUSG00000031165,0.2987387562210567,0,1.0,1.0,Was
ENSMUSG00000031166,0.2987387562210567,0,1.0,1.0,Wdr13
ENSMUSG00000031167,0.2987387562210567,0,1.0,1.0,Rbm3
ENSMUSG00000031168,0.2987387562210567,0,1.0,1.0,Ebp
ENSMUSG00000031169,0.2987387562210567,0,1.0,1.0,Porcn
ENSMUSG00000031170,0.2987387562210567,0,1.0,1.0,Slc38a5
ENSMUSG00000031171,0.2987387562210567,0,1.0,1.0,Ftsj1
ENSMUSG00000031173,0.573651722068655,0,1.0,1.0,Otc
ENSMUSG00000031174,0.573651722068655,1,0.43653593694915777,1.0,Rpgr
ENSMUSG00000031176,0.2987387562210567,0,1.0,1.0,Dynlt3
ENSMUSG00000031189,0.2749129658475982,3,0.0028217229252139055,0.08885028668903815,Aff2
ENSMUSG00000031196,0.573651722068655,0,1.0,1.0,F8
ENSMUSG00000031197,0.573651722068655,0,1.0,1.0,Vbp1
ENSMUSG00000031198,0.573651722068655,0,1.0,1.0,Fundc2
ENSMUSG00000031200,0.573651722068655,0,1.0,1.0,Mtcp1
ENSMUSG00000031201,0.573651722068655,0,1.0,1.0,Brcc3
ENSMUSG00000031202,0.573651722068655,0,1.0,1.0,Rab39b
ENSMUSG00000031204,0.0971359145994847,0,1.0,1.0,Asb12
ENSMUSG00000031207,0.573651722068655,0,1.0,1.0,Msn
ENSMUSG00000031209,0.573651722068655,0,1.0,1.0,Heph
ENSMUSG00000031214,0.5553241910121484,2,0.1074209377917532,1.0,Ophn1
ENSMUSG00000031216,0.5553241910121484,0,1.0,1.0,Stard8
ENSMUSG00000031217,0.5553241910121484,0,1.0,1.0,Efnb1
ENSMUSG00000031220,0.5663207096460523,0,1.0,1.0,Awat2
ENSMUSG00000031221,0.5663207096460523,0,1.0,1.0,Igbp1
ENSMUSG00000031224,0.573651722068655,0,1.0,1.0,Magee2
ENSMUSG00000031226,0.573651722068655,0,1.0,1.0,Pbdc1
ENSMUSG00000031227,0.573651722068655,0,1.0,1.0,Magee1
ENSMUSG00000031229,0.4105366956657467,1,0.3367058325139457,1.0,Atrx
ENSMUSG00000031230,0.4105366956657467,0,1.0,1.0,Fgf16
ENSMUSG00000031231,0.4105366956657467,0,1.0,1.0,Cox7b
ENSMUSG00000031232,0.4105366956657467,0,1.0,1.0,Magt1
ENSMUSG00000031233,0.573651722068655,0,1.0,1.0,Pgk2
ENSMUSG00000031239,0.573651722068655,0,1.0,1.0,Itm2a
ENSMUSG00000031241,0.573651722068655,0,1.0,1.0,Tbx22
ENSMUSG00000031245,0.573651722068655,0,1.0,1.0,Hmgn5
ENSMUSG00000031246,0.573651722068655,1,0.43653593694915777,1.0,Sh3bgrl
ENSMUSG00000031250,0.573651722068655,1,0.43653593694915777,1.0,Tnmd
ENSMUSG00000031253,0.573651722068655,0,1.0,1.0,Srpx2
ENSMUSG00000031255,0.573651722068655,0,1.0,1.0,Sytl4
ENSMUSG00000031256,0.573651722068655,0,1.0,1.0,Cstf2
ENSMUSG00000031257,0.573651722068655,0,1.0,1.0,Nox1
ENSMUSG00000031258,0.573651722068655,0,1.0,1.0,Xkrx
ENSMUSG00000031262,0.573651722068655,0,1.0,1.0,Cenpi
ENSMUSG00000031264,0.573651722068655,0,1.0,1.0,Btk
ENSMUSG00000031266,0.573651722068655,0,1.0,1.0,Gla
ENSMUSG00000031271,0.573651722068655,0,1.0,1.0,Serpina7
ENSMUSG00000031273,0.573651722068655,0,1.0,1.0,Col4a6
ENSMUSG00000031274,0.573651722068655,2,0.11330380685624099,1.0,Col4a5
ENSMUSG00000031278,0.573651722068655,1,0.43653593694915777,1.0,Acsl4
ENSMUSG00000031283,0.573651722068655,0,1.0,1.0,Chrdl1
ENSMUSG00000031284,0.573651722068655,0,1.0,1.0,Pak3
ENSMUSG00000031285,0.573651722068655,1,0.43653593694915777,1.0,Dcx
ENSMUSG00000031289,0.573651722068655,0,1.0,1.0,Il13ra2
ENSMUSG00000031290,0.573651722068655,0,1.0,1.0,Lrch2
ENSMUSG00000031292,0.573651722068655,3,0.0205924728283804,0.38435548033210987,Cdkl5
ENSMUSG00000031293,0.573651722068655,0,1.0,1.0,Rs1
ENSMUSG00000031295,0.573651722068655,1,0.43653593694915777,1.0,Phka2
ENSMUSG00000031297,0.5626552034347511,0,1.0,1.0,Slc7a3
ENSMUSG00000031298,0.573651722068655,2,0.11330380685624099,1.0,Adgrg2
ENSMUSG00000031299,0.573651722068655,1,0.43653593694915777,1.0,Pdha1
ENSMUSG00000031302,0.5699862158573537,0,1.0,1.0,Nlgn3
ENSMUSG00000031303,0.573651722068655,1,0.43653593694915777,1.0,Map3k15
ENSMUSG00000031304,0.5699862158573537,0,1.0,1.0,Il2rg
ENSMUSG00000031309,0.573651722068655,3,0.0205924728283804,0.38435548033210987,Rps6ka3
ENSMUSG00000031310,0.5699862158573537,0,1.0,1.0,Zmym3
ENSMUSG00000031311,0.5699862158573537,1,0.4344667659634197,1.0,Nono
ENSMUSG00000031312,0.5699862158573537,0,1.0,1.0,Itgb1bp2
ENSMUSG00000031314,0.5699862158573537,0,1.0,1.0,Taf1
ENSMUSG00000031320,0.5699862158573537,0,1.0,1.0,Rps4x
ENSMUSG00000031323,0.5699862158573537,0,1.0,1.0,Dmrtc1a
ENSMUSG00000031326,0.573651722068655,0,1.0,1.0,Cdx4
ENSMUSG00000031327,0.573651722068655,0,1.0,1.0,Chic1
ENSMUSG00000031328,0.5663207096460523,0,1.0,1.0,Flna
ENSMUSG00000031330,0.573651722068655,0,1.0,1.0,Zcchc13
ENSMUSG00000031333,0.573651722068655,0,1.0,1.0,Abcb7
ENSMUSG00000031337,0.573651722068655,2,0.11330380685624099,1.0,Mtm1
ENSMUSG00000031340,0.5663207096460523,0,1.0,1.0,Gabre
ENSMUSG00000031342,0.5351639068499912,2,0.10104900072186919,1.0,Gpm6b
ENSMUSG00000031343,0.5663207096460523,0,1.0,1.0,Gabra3
ENSMUSG00000031344,0.5663207096460523,0,1.0,1.0,Gabrq
ENSMUSG00000031347,0.5663207096460523,0,1.0,1.0,Cetn2
ENSMUSG00000031349,0.5663207096460523,0,1.0,1.0,Nsdhl
ENSMUSG00000031351,0.5663207096460523,0,1.0,1.0,Zfp185
ENSMUSG00000031352,0.573651722068655,0,1.0,1.0,Hccs
ENSMUSG00000031353,0.573651722068655,0,1.0,1.0,Rbbp7
ENSMUSG00000031354,0.573651722068655,1,0.43653593694915777,1.0,Amelx
ENSMUSG00000031355,0.573651722068655,4,0.0028644673549255584,0.08885028668903815,Arhgap6
ENSMUSG00000031357,0.573651722068655,1,0.43653593694915777,1.0,Syap1
ENSMUSG00000031358,0.573651722068655,0,1.0,1.0,Msl3
ENSMUSG00000031360,0.573651722068655,1,0.43653593694915777,1.0,Ctps2
ENSMUSG00000031364,0.573651722068655,0,1.0,1.0,Grpr
ENSMUSG00000031365,0.5663207096460523,0,1.0,1.0,Zfp275
ENSMUSG00000031367,0.573651722068655,1,0.43653593694915777,1.0,Ap1s2
ENSMUSG00000031370,0.573651722068655,0,1.0,1.0,Zrsr2
ENSMUSG00000031371,0.5663207096460523,0,1.0,1.0,Haus7
ENSMUSG00000031372,0.5663207096460523,0,1.0,1.0,Trex2
ENSMUSG00000031373,0.573651722068655,0,1.0,1.0,Car5b
ENSMUSG00000031374,0.5663207096460523,0,1.0,1.0,Zfp92
ENSMUSG00000031375,0.5663207096460523,0,1.0,1.0,Bgn
ENSMUSG00000031376,0.5663207096460523,1,0.4323899965009572,1.0,Atp2b3
ENSMUSG00000031377,0.573651722068655,0,1.0,1.0,Bmx
ENSMUSG00000031378,0.5663207096460523,0,1.0,1.0,Abcd1
ENSMUSG00000031379,0.573651722068655,0,1.0,1.0,Pir
ENSMUSG00000031380,0.573651722068655,0,1.0,1.0,Vegfd
ENSMUSG00000031381,0.573651722068655,0,1.0,1.0,Piga
ENSMUSG00000031382,0.573651722068655,0,1.0,1.0,Asb11
ENSMUSG00000031383,0.5663207096460523,0,1.0,1.0,Dusp9
ENSMUSG00000031384,0.573651722068655,0,1.0,1.0,Asb9
ENSMUSG00000031385,0.5663207096460523,0,1.0,1.0,Plxnb3
ENSMUSG00000031386,0.5663207096460523,0,1.0,1.0,Hcfc1
ENSMUSG00000031387,0.5663207096460523,1,0.4323899965009572,1.0,Renbp
ENSMUSG00000031388,0.5663207096460523,0,1.0,1.0,Naa10
ENSMUSG00000031389,0.5663207096460523,0,1.0,1.0,Arhgap4
ENSMUSG00000031390,0.5663207096460523,0,1.0,1.0,Avpr2
ENSMUSG00000031391,0.5663207096460523,0,1.0,1.0,L1cam
ENSMUSG00000031392,0.5663207096460523,0,1.0,1.0,Irak1
ENSMUSG00000031393,0.5663207096460523,2,0.11094069651718114,1.0,Mecp2
ENSMUSG00000031394,0.5663207096460523,0,1.0,1.0,Opn1mw
ENSMUSG00000031397,0.5663207096460523,0,1.0,1.0,Tktl1
ENSMUSG00000031398,0.5663207096460523,0,1.0,1.0,Plxna3
ENSMUSG00000031399,0.5663207096460523,0,1.0,1.0,Fam3a
ENSMUSG00000031400,0.5663207096460523,0,1.0,1.0,G6pdx
ENSMUSG00000031402,0.573651722068655,0,1.0,1.0,Mpp1
ENSMUSG00000031403,0.573651722068655,0,1.0,1.0,Dkc1
ENSMUSG00000031422,0.573651722068655,1,0.43653593694915777,1.0,Morf4l2
ENSMUSG00000031425,0.573651722068655,0,1.0,1.0,Plp1
ENSMUSG00000031428,0.573651722068655,0,1.0,1.0,Zcchc18
ENSMUSG00000031429,0.573651722068655,0,1.0,1.0,Psmd10
ENSMUSG00000031430,0.573651722068655,0,1.0,1.0,Vsig1
ENSMUSG00000031431,0.573651722068655,0,1.0,1.0,Tsc22d3
ENSMUSG00000031432,0.573651722068655,0,1.0,1.0,Prps1
ENSMUSG00000031433,0.573651722068655,0,1.0,1.0,Rbm41
ENSMUSG00000031434,0.573651722068655,0,1.0,1.0,Morc4
ENSMUSG00000031438,0.573651722068655,2,0.11330380685624099,1.0,Rnf128
ENSMUSG00000031441,0.5186691288991353,0,1.0,1.0,Atp11a
ENSMUSG00000031442,0.5186691288991353,0,1.0,1.0,Mcf2l
ENSMUSG00000031443,0.5186691288991353,0,1.0,1.0,F7
ENSMUSG00000031444,0.5186691288991353,0,1.0,1.0,F10
ENSMUSG00000031445,0.5186691288991353,0,1.0,1.0,Proz
ENSMUSG00000031446,0.5186691288991353,0,1.0,1.0,Cul4a
ENSMUSG00000031447,0.5186691288991353,0,1.0,1.0,Lamp1
ENSMUSG00000031448,0.5186691288991353,2,0.09591758044488394,1.0,Adprhl1
ENSMUSG00000031449,0.5186691288991353,0,1.0,1.0,Atp4b
ENSMUSG00000031450,0.5186691288991353,0,1.0,1.0,Grk1
ENSMUSG00000031451,0.5186691288991353,0,1.0,1.0,Gas6
ENSMUSG00000031453,0.5186691288991353,0,1.0,1.0,Rasa3
ENSMUSG00000031458,0.5186691288991353,0,1.0,1.0,Coprs
ENSMUSG00000031461,0.573651722068655,1,0.43653593694915777,1.0,Myom2
ENSMUSG00000031465,0.573651722068655,0,1.0,1.0,Angpt2
ENSMUSG00000031467,0.573651722068655,1,0.43653593694915777,1.0,Agpat5
ENSMUSG00000031478,0.5663207096460523,2,0.11094069651718114,1.0,Nek3
ENSMUSG00000031479,0.5663207096460523,0,1.0,1.0,Vps36
ENSMUSG00000031480,0.5663207096460523,0,1.0,1.0,Thsd1
ENSMUSG00000031481,0.5663207096460523,1,0.4323899965009572,1.0,Tpte
ENSMUSG00000031482,0.5663207096460523,0,1.0,1.0,Slc25a15
ENSMUSG00000031483,0.573651722068655,0,1.0,1.0,Erlin2
ENSMUSG00000031485,0.573651722068655,0,1.0,1.0,Plpbp
ENSMUSG00000031486,0.573651722068655,0,1.0,1.0,Adgra2
ENSMUSG00000031487,0.573651722068655,0,1.0,1.0,Brf2
ENSMUSG00000031488,0.573651722068655,0,1.0,1.0,Rab11fip1
ENSMUSG00000031489,0.573651722068655,0,1.0,1.0,Adrb3
ENSMUSG00000031490,0.573651722068655,0,1.0,1.0,Eif4ebp1
ENSMUSG00000031491,0.573651722068655,0,1.0,1.0,Chrna6
ENSMUSG00000031492,0.573651722068655,0,1.0,1.0,Chrnb3
ENSMUSG00000031493,0.573651722068655,0,1.0,1.0,Ggn
ENSMUSG00000031497,0.573651722068655,0,1.0,1.0,Tnfsf13b
ENSMUSG00000031502,0.573651722068655,3,0.0205924728283804,0.38435548033210987,Col4a1
ENSMUSG00000031503,0.573651722068655,0,1.0,1.0,Col4a2
ENSMUSG00000031504,0.573651722068655,0,1.0,1.0,Rab20
ENSMUSG00000031505,0.5333311537443406,0,1.0,1.0,Naxd
ENSMUSG00000031506,0.573651722068655,0,1.0,1.0,Ptpn7
ENSMUSG00000031508,0.5333311537443406,0,1.0,1.0,Ankrd10
ENSMUSG00000031511,0.5333311537443406,1,0.41335250184093214,1.0,Arhgef7
ENSMUSG00000031512,0.5333311537443406,0,1.0,1.0,Tex29
ENSMUSG00000031513,0.573651722068655,0,1.0,1.0,Leprotl1
ENSMUSG00000031516,0.573651722068655,1,0.43653593694915777,1.0,Dctn6
ENSMUSG00000031517,0.2749129658475982,0,1.0,1.0,Gpm6a
ENSMUSG00000031518,0.2749129658475982,0,1.0,1.0,Spata4
ENSMUSG00000031519,0.2749129658475982,1,0.2403617651821572,1.0,Asb5
ENSMUSG00000031520,0.2749129658475982,0,1.0,1.0,Vegfc
ENSMUSG00000031521,0.2749129658475982,0,1.0,1.0,Aga
ENSMUSG00000031523,0.5406621661669432,1,0.4176374960736973,1.0,Dlc1
ENSMUSG00000031527,0.573651722068655,0,1.0,1.0,Eri1
ENSMUSG00000031529,0.573651722068655,1,0.43653593694915777,1.0,Tnks
ENSMUSG00000031530,0.573651722068655,0,1.0,1.0,Dusp4
ENSMUSG00000031532,0.573651722068655,0,1.0,1.0,Saraf
ENSMUSG00000031533,0.5663207096460523,0,1.0,1.0,Mrps31
ENSMUSG00000031534,0.5663207096460523,1,0.4323899965009572,1.0,Smim19
ENSMUSG00000031535,0.5663207096460523,0,1.0,1.0,Dkk4
ENSMUSG00000031536,0.5663207096460523,0,1.0,1.0,Polb
ENSMUSG00000031537,0.5663207096460523,0,1.0,1.0,Ikbkb
ENSMUSG00000031538,0.573651722068655,0,1.0,1.0,Plat
ENSMUSG00000031539,0.573651722068655,0,1.0,1.0,Ap3m2
ENSMUSG00000031540,0.5663207096460523,2,0.11094069651718114,1.0,Kat6a
ENSMUSG00000031543,0.5663207096460523,2,0.11094069651718114,1.0,Ank1
ENSMUSG00000031545,0.5663207096460523,1,0.4323899965009572,1.0,Gpat4
ENSMUSG00000031546,0.5663207096460523,0,1.0,1.0,Gins4
ENSMUSG00000031548,0.5663207096460523,1,0.4323899965009572,1.0,Sfrp1
ENSMUSG00000031549,0.5663207096460523,0,1.0,1.0,Ido2
ENSMUSG00000031551,0.5663207096460523,1,0.4323899965009572,1.0,Ido1
ENSMUSG00000031552,0.5663207096460523,0,1.0,1.0,Adam18
ENSMUSG00000031555,0.5663207096460523,2,0.11094069651718114,1.0,Adam9
ENSMUSG00000031556,0.5663207096460523,0,1.0,1.0,Tm2d2
ENSMUSG00000031557,0.5663207096460523,1,0.4323899965009572,1.0,Plekha2
ENSMUSG00000031558,0.5663207096460523,5,0.00030380773675015986,0.017102132473308284,Slit2
ENSMUSG00000031561,0.5663207096460523,2,0.11094069651718114,1.0,Tenm3
ENSMUSG00000031562,0.573651722068655,1,0.43653593694915777,1.0,Dctd
ENSMUSG00000031563,0.5663207096460523,2,0.11094069651718114,1.0,Wwc2
ENSMUSG00000031565,0.573651722068655,0,1.0,1.0,Fgfr1
ENSMUSG00000031568,0.5663207096460523,0,1.0,1.0,Rwdd4a
ENSMUSG00000031570,0.573651722068655,1,0.43653593694915777,1.0,Plpp5
ENSMUSG00000031574,0.573651722068655,0,1.0,1.0,Star
ENSMUSG00000031575,0.573651722068655,1,0.43653593694915777,1.0,Ash2l
ENSMUSG00000031576,0.573651722068655,1,0.43653593694915777,1.0,Kcnu1
ENSMUSG00000031577,0.573651722068655,0,1.0,1.0,Tti2
ENSMUSG00000031578,0.573651722068655,0,1.0,1.0,Mak16
ENSMUSG00000031583,0.573651722068655,2,0.11330380685624099,1.0,Wrn
ENSMUSG00000031584,0.573651722068655,0,1.0,1.0,Gsr
ENSMUSG00000031585,0.573651722068655,0,1.0,1.0,Gtf2e2
ENSMUSG00000031586,0.573651722068655,2,0.11330380685624099,1.0,Rbpms
ENSMUSG00000031590,0.573651722068655,0,1.0,1.0,Frg1
ENSMUSG00000031591,0.573651722068655,1,0.43653593694915777,1.0,Asah1
ENSMUSG00000031592,0.573651722068655,0,1.0,1.0,Pcm1
ENSMUSG00000031594,0.573651722068655,0,1.0,1.0,Fgl1
ENSMUSG00000031595,0.573651722068655,0,1.0,1.0,Pdgfrl
ENSMUSG00000031596,0.573651722068655,0,1.0,1.0,Slc7a2
ENSMUSG00000031600,0.573651722068655,1,0.43653593694915777,1.0,Vps37a
ENSMUSG00000031601,0.573651722068655,0,1.0,1.0,Cnot7
ENSMUSG00000031603,0.573651722068655,0,1.0,1.0,Fgf20
ENSMUSG00000031604,0.2749129658475982,0,1.0,1.0,Msmo1
ENSMUSG00000031605,0.2749129658475982,0,1.0,1.0,Klhl2
ENSMUSG00000031608,0.2749129658475982,1,0.2403617651821572,1.0,Galnt7
ENSMUSG00000031609,0.2749129658475982,0,1.0,1.0,Sap30
ENSMUSG00000031610,0.2749129658475982,1,0.2403617651821572,1.0,Scrg1
ENSMUSG00000031613,0.2749129658475982,0,1.0,1.0,Hpgd
ENSMUSG00000031616,0.573651722068655,1,0.43653593694915777,1.0,Ednra
ENSMUSG00000031617,0.573651722068655,0,1.0,1.0,Tmem184c
ENSMUSG00000031618,0.573651722068655,9,1.1077740421516472e-08,3.0647819588753555e-06,Nr3c2
ENSMUSG00000031621,0.573651722068655,0,1.0,1.0,Isx
ENSMUSG00000031622,0.5663207096460523,2,0.11094069651718114,1.0,Sin3b
ENSMUSG00000031626,0.573651722068655,2,0.11330380685624099,1.0,Sorbs2
ENSMUSG00000031627,0.5663207096460523,0,1.0,1.0,Irf2
ENSMUSG00000031628,0.5663207096460523,1,0.4323899965009572,1.0,Casp3
ENSMUSG00000031629,0.5663207096460523,0,1.0,1.0,Cenpu
ENSMUSG00000031631,0.5663207096460523,2,0.11094069651718114,1.0,Cfap97
ENSMUSG00000031633,0.5663207096460523,1,0.4323899965009572,1.0,Slc25a4
ENSMUSG00000031634,0.5663207096460523,0,1.0,1.0,Ufsp2
ENSMUSG00000031635,0.2749129658475982,1,0.2403617651821572,1.0,Anxa10
ENSMUSG00000031636,0.573651722068655,1,0.43653593694915777,1.0,Pdlim3
ENSMUSG00000031637,0.5663207096460523,2,0.11094069651718114,1.0,Lrp2bp
ENSMUSG00000031639,0.573651722068655,0,1.0,1.0,Tlr3
ENSMUSG00000031641,0.2749129658475982,0,1.0,1.0,Cbr4
ENSMUSG00000031642,0.2749129658475982,1,0.2403617651821572,1.0,Sh3rf1
ENSMUSG00000031644,0.2749129658475982,0,1.0,1.0,Nek1
ENSMUSG00000031645,0.520501882004786,0,1.0,1.0,F11
ENSMUSG00000031647,0.2749129658475982,0,1.0,1.0,Mfap3l
ENSMUSG00000031651,0.573651722068655,0,1.0,1.0,Triml1
ENSMUSG00000031652,0.5663207096460523,1,0.4323899965009572,1.0,N4bp1
ENSMUSG00000031654,0.573651722068655,0,1.0,1.0,Cbln1
ENSMUSG00000031657,0.573651722068655,1,0.43653593694915777,1.0,Heatr3
ENSMUSG00000031659,0.573651722068655,0,1.0,1.0,Adcy7
ENSMUSG00000031660,0.573651722068655,0,1.0,1.0,Brd7
ENSMUSG00000031661,0.573651722068655,1,0.43653593694915777,1.0,Nkd1
ENSMUSG00000031662,0.573651722068655,0,1.0,1.0,Snx20
ENSMUSG00000031665,0.573651722068655,0,1.0,1.0,Sall1
ENSMUSG00000031666,0.5663207096460523,1,0.4323899965009572,1.0,Rbl2
ENSMUSG00000031667,0.5663207096460523,1,0.4323899965009572,1.0,Aktip
ENSMUSG00000031668,0.573651722068655,1,0.43653593694915777,1.0,Eif2ak3
ENSMUSG00000031669,0.0971359145994847,0,1.0,1.0,Gins3
ENSMUSG00000031671,0.0971359145994847,0,1.0,1.0,Setd6
ENSMUSG00000031672,0.0971359145994847,0,1.0,1.0,Got2
ENSMUSG00000031673,0.5699862158573537,1,0.4344667659634197,1.0,Cdh11
ENSMUSG00000031681,0.5663207096460523,1,0.4323899965009572,1.0,Smad1
ENSMUSG00000031682,0.5663207096460523,0,1.0,1.0,1700011L22Rik
ENSMUSG00000031683,0.5663207096460523,0,1.0,1.0,Lsm6
ENSMUSG00000031684,0.5663207096460523,2,0.11094069651718114,1.0,Slc10a7
ENSMUSG00000031688,0.573651722068655,0,1.0,1.0,Pou4f2
ENSMUSG00000031691,0.5644879565404016,0,1.0,1.0,Tnpo2
ENSMUSG00000031696,0.557156944117799,0,1.0,1.0,Vps35
ENSMUSG00000031697,0.557156944117799,0,1.0,1.0,Orc6
ENSMUSG00000031698,0.557156944117799,0,1.0,1.0,Mylk3
ENSMUSG00000031700,0.557156944117799,0,1.0,1.0,Gpt2
ENSMUSG00000031701,0.557156944117799,0,1.0,1.0,Dnaja2
ENSMUSG00000031703,0.557156944117799,2,0.10800545090226683,1.0,Itfg1
ENSMUSG00000031706,0.5443276723782444,0,1.0,1.0,Rfx1
ENSMUSG00000031708,0.5534914379064978,0,1.0,1.0,Tecr
ENSMUSG00000031709,0.5534914379064978,2,0.10683728187276462,1.0,Tbc1d9
ENSMUSG00000031710,0.5534914379064978,0,1.0,1.0,Ucp1
ENSMUSG00000031711,0.5663207096460523,0,1.0,1.0,Zfp330
ENSMUSG00000031712,0.5663207096460523,1,0.4323899965009572,1.0,Il15
ENSMUSG00000031714,0.4985088447369781,2,0.08975213240332085,1.0,Gab1
ENSMUSG00000031715,0.4985088447369781,0,1.0,1.0,Smarca5
ENSMUSG00000031722,0.573651722068655,0,1.0,1.0,Hp
ENSMUSG00000031723,0.573651722068655,0,1.0,1.0,Txnl4b
ENSMUSG00000031727,0.573651722068655,0,1.0,1.0,Pmfbp1
ENSMUSG00000031728,0.573651722068655,0,1.0,1.0,Zfp821
ENSMUSG00000031729,0.573651722068655,0,1.0,1.0,Ist1
ENSMUSG00000031730,0.573651722068655,0,1.0,1.0,Dhodh
ENSMUSG00000031731,0.573651722068655,1,0.43653593694915777,1.0,Ap1g1
ENSMUSG00000031732,0.573651722068655,1,0.43653593694915777,1.0,Phlpp2
ENSMUSG00000031734,0.573651722068655,0,1.0,1.0,Irx3
ENSMUSG00000031737,0.573651722068655,1,0.43653593694915777,1.0,Irx5
ENSMUSG00000031738,0.573651722068655,0,1.0,1.0,Irx6
ENSMUSG00000031740,0.573651722068655,0,1.0,1.0,Mmp2
ENSMUSG00000031748,0.573651722068655,3,0.0205924728283804,0.38435548033210987,Gnao1
ENSMUSG00000031749,0.5663207096460523,0,1.0,1.0,St3gal2
ENSMUSG00000031750,0.573651722068655,1,0.43653593694915777,1.0,Il34
ENSMUSG00000031751,0.0971359145994847,0,1.0,1.0,Amfr
ENSMUSG00000031753,0.5663207096460523,1,0.4323899965009572,1.0,Cog4
ENSMUSG00000031754,0.0971359145994847,1,0.09256733559565015,1.0,Nudt21
ENSMUSG00000031755,0.0971359145994847,0,1.0,1.0,Bbs2
ENSMUSG00000031756,0.573651722068655,0,1.0,1.0,Cenpn
ENSMUSG00000031757,0.0971359145994847,0,1.0,1.0,Mt4
ENSMUSG00000031758,0.573651722068655,3,0.0205924728283804,0.38435548033210987,Cdyl2
ENSMUSG00000031760,0.0971359145994847,0,1.0,1.0,Mt3
ENSMUSG00000031762,0.0971359145994847,0,1.0,1.0,Mt2
ENSMUSG00000031765,0.0971359145994847,0,1.0,1.0,Mt1
ENSMUSG00000031766,0.0971359145994847,0,1.0,1.0,Slc12a3
ENSMUSG00000031767,0.5663207096460523,0,1.0,1.0,Nudt7
ENSMUSG00000031770,0.0971359145994847,0,1.0,1.0,Herpud1
ENSMUSG00000031772,0.5663207096460523,3,0.01991899867616174,0.38435548033210987,Cntnap4
ENSMUSG00000031774,0.0971359145994847,0,1.0,1.0,Fam192a
ENSMUSG00000031775,0.0971359145994847,0,1.0,1.0,Pllp
ENSMUSG00000031776,0.0971359145994847,0,1.0,1.0,Arl2bp
ENSMUSG00000031778,0.0971359145994847,0,1.0,1.0,Cx3cl1
ENSMUSG00000031779,0.0971359145994847,0,1.0,1.0,Ccl22
ENSMUSG00000031780,0.0971359145994847,0,1.0,1.0,Ccl17
ENSMUSG00000031781,0.0971359145994847,0,1.0,1.0,Ciapin1
ENSMUSG00000031782,0.0971359145994847,0,1.0,1.0,Coq9
ENSMUSG00000031783,0.0971359145994847,0,1.0,1.0,Polr2c
ENSMUSG00000031785,0.0971359145994847,0,1.0,1.0,Adgrg1
ENSMUSG00000031786,0.0971359145994847,0,1.0,1.0,Drc7
ENSMUSG00000031787,0.0971359145994847,0,1.0,1.0,Katnb1
ENSMUSG00000031788,0.0971359145994847,0,1.0,1.0,Kifc3
ENSMUSG00000031789,0.0971359145994847,0,1.0,1.0,Cngb1
ENSMUSG00000031790,0.0971359145994847,0,1.0,1.0,Mmp15
ENSMUSG00000031791,0.5663207096460523,0,1.0,1.0,Tmem38a
ENSMUSG00000031792,0.0971359145994847,0,1.0,1.0,Usb1
ENSMUSG00000031796,0.0971359145994847,0,1.0,1.0,Cfap20
ENSMUSG00000031799,0.5663207096460523,0,1.0,1.0,Tpm4
ENSMUSG00000031803,0.573651722068655,0,1.0,1.0,B3gnt3
ENSMUSG00000031805,0.573651722068655,0,1.0,1.0,Jak3
ENSMUSG00000031807,0.573651722068655,0,1.0,1.0,Pgls
ENSMUSG00000031808,0.573651722068655,0,1.0,1.0,Slc27a1
ENSMUSG00000031809,0.573651722068655,0,1.0,1.0,1700018B08Rik
ENSMUSG00000031812,0.573651722068655,0,1.0,1.0,Map1lc3b
ENSMUSG00000031813,0.573651722068655,0,1.0,1.0,Mvb12a
ENSMUSG00000031816,0.573651722068655,0,1.0,1.0,Mthfsd
ENSMUSG00000031818,0.573651722068655,0,1.0,1.0,Cox4i1
ENSMUSG00000031819,0.573651722068655,0,1.0,1.0,Emc8
ENSMUSG00000031820,0.573651722068655,0,1.0,1.0,Babam1
